qseqid,Orthogroup
A0A1B3PEJ5;|A0A6S8BSM1.1|(obsolete);,OG0003785
A0A1J0I0B7;,OG0000246
A0A6S8DVX8.1|(obsolete);,OG0016110
A0A6S8DVY6.1|(obsolete);,OG0000431
A0A6S8DVY8.1|(obsolete);,OG0001259
A0A6S8DW52.1|(obsolete);,OG0001716
A0A6S8DW71.1|(obsolete);,OG0000074
A0A6S8DWA7.1|(obsolete);,OG0004406
A0A6S8DWC8.1|(obsolete);,OG0001723
A0A6S8DWU9.1|(obsolete);,OG0117074
A0A6S8DX42.1|(obsolete);,OG0097811
A0A6S8DXC6.1|(obsolete);,OG0000029
A0A6S8DXF2.1|(obsolete);,OG0000223
A0A6S8DXG1.1|(obsolete);,OG0002560
A0A6S8DXI7.1|(obsolete);,OG0006868
A0A6S8DXL5.1|(obsolete);,OG0000740
A0A6S8DXS5.1|(obsolete);,OG0083709
A0A6S8DXS8.1|(obsolete);,OG0000188
A0A6S8DXU1.1|(obsolete);,OG0008339
A0A6S8DY53.1|(obsolete);,OG0001569
A0A6S8DYB4.1|(obsolete);,OG0000369
A0A6S8DYH9.1|(obsolete);,OG0030773
A0A6S8DYM0.1|(obsolete);,OG0002785
A0A6S8DYM9.1|(obsolete);,OG0018628
A0A6S8DYT4.1|(obsolete);,OG0002947
A0A6S8DYV0.1|(obsolete);,OG0002739
A0A6S8DYZ0.1|(obsolete);,OG0002110
A0A6S8DZ55.1|(obsolete);,OG0011160
A0A6S8DZ74.1|(obsolete);,OG0000541
A0A6S8DZB6.1|(obsolete);,OG0000254
A0A6S8DZC8.1|(obsolete);,OG0000139
A0A6S8DZF4.1|(obsolete);,OG0011379
A0A6S8DZG8.1|(obsolete);,OG0008473
A0A6S8DZH0.1|(obsolete);,OG0000347
A0A6S8DZI0.1|(obsolete);,OG0000676
A0A6S8DZJ3.1|(obsolete);,OG0014386
A0A6S8DZJ9.1|(obsolete);,OG0000740
A0A6S8DZM9.1|(obsolete);,OG0000194
A0A6S8DZP2.1|(obsolete);,OG0001545
A0A6S8DZQ8.1|(obsolete);,OG0008506
A0A6S8DZT5.1|(obsolete);,OG0030816
A0A6S8DZY7.1|(obsolete);,OG0073035
A0A6S8E018.1|(obsolete);,OG0022665
A0A6S8E042.1|(obsolete);,OG0000012
A0A6S8E0I8.1|(obsolete);,OG0001788
A0A6S8E0K0.1|(obsolete);,OG0000524
A0A6S8E0K8.1|(obsolete);,OG0000207
A0A6S8E0N4.1|(obsolete);,OG0026552
A0A6S8E0T5.1|(obsolete);,OG0002670
A0A6S8E0W3.1|(obsolete);,OG0014129
A0A6S8E0X4.1|(obsolete);,OG0002770
A0A6S8E139.1|(obsolete);,OG0002668
A0A6S8E154.1|(obsolete);,OG0003082
A0A6S8E157.1|(obsolete);,OG0000456
A0A6S8E167.1|(obsolete);,OG0001496
A0A6S8E181.1|(obsolete);,OG0000177
A0A6S8E1C5.1|(obsolete);,OG0000148
A0A6S8E1F6.1|(obsolete);,OG0001796
A0A6S8E1H8.1|(obsolete);,OG0043212
A0A6S8E1K6.1|(obsolete);,OG0001222
A0A6S8E1Q7.1|(obsolete);,OG0001276
A0A6S8E1X3.1|(obsolete);,OG0021856
A0A6S8E1Z2.1|(obsolete);,OG0004133
A0A6S8E221.1|(obsolete);,OG0000256
A0A6S8E265.1|(obsolete);,OG0006877
A0A6S8E269.1|(obsolete);,OG0001763
A0A6S8E2E2.1|(obsolete);,OG0000590
A0A6S8E2L5.1|(obsolete);,OG0003373
A0A6S8E2L7.1|(obsolete);,OG0002034
A0A6S8E2L9.1|(obsolete);,OG0000992
A0A6S8E2M9.1|(obsolete);,OG0000157
A0A6S8E2R8.1|(obsolete);,OG0000319
A0A6S8E2Y0.1|(obsolete);,OG0002912
A0A6S8E2Z1.1|(obsolete);,OG0001426
A0A6S8E325.1|(obsolete);,OG0009752
A0A6S8E351.1|(obsolete);,OG0027788
A0A6S8E365.1|(obsolete);,OG0010302
A0A6S8E3A7.1|(obsolete);,OG0000788
A0A6S8E3I3.1|(obsolete);,OG0000874
A0A6S8E3L8.1|(obsolete);,OG0184143
A0A6S8E3N8.1|(obsolete);,OG0000129
A0A6S8E3X0.1|(obsolete);,OG0002176
A0A6S8E3X7.1|(obsolete);,OG0000832
A0A6S8E410.1|(obsolete);,OG0015738
A0A6S8E442.1|(obsolete);,OG0002344
A0A6S8E460.1|(obsolete);,OG0000639
A0A6S8E484.1|(obsolete);,OG0024342
A0A6S8E4B2.1|(obsolete);,OG0000050
A0A6S8E4B7.1|(obsolete);,OG0000467
A0A6S8E4C2.1|(obsolete);,OG0003064
A0A6S8E4D4.1|(obsolete);,OG0003259
A0A6S8E4T1.1|(obsolete);,OG0000262
A0A6S8E4U2.1|(obsolete);,OG0000234
A0A6S8E4U6.1|(obsolete);,OG0001880
A0A6S8E539.1|(obsolete);,OG0002795
A0A6S8E554.1|(obsolete);,OG0001711
A0A6S8E577.1|(obsolete);,OG0014386
A0A6S8E587.1|(obsolete);,OG0001356
A0A6S8E589.1|(obsolete);,OG0000002
A0A6S8E5F5.1|(obsolete);,OG0083950
A0A6S8E5I4.1|(obsolete);,OG0016100
A0A6S8E5R6.1|(obsolete);,OG0009161
A0A6S8E5S7.1|(obsolete);,OG0001569
A0A6S8E5W4.1|(obsolete);,OG0117003
A0A6S8E5W5.1|(obsolete);,OG0000342
A0A6S8E625.1|(obsolete);,OG0004077
A0A6S8E640.1|(obsolete);,OG0020783
A0A6S8E660.1|(obsolete);,OG0022337
A0A6S8E681.1|(obsolete);,OG0001499
A0A6S8E6A1.1|(obsolete);,OG0027788
A0A6S8E6D6.1|(obsolete);,OG0000549
A0A6S8E6F5.1|(obsolete);,OG0002899
A0A6S8E6G1.1|(obsolete);,OG0001882
A0A6S8E6L5.1|(obsolete);,OG0000749
A0A6S8E6N8.1|(obsolete);,OG0004685
A0A6S8E6X9.1|(obsolete);,OG0001198
A0A6S8E6Z4.1|(obsolete);,OG0001991
A0A6S8E736.1|(obsolete);,OG0003789
A0A6S8E780.1|(obsolete);,OG0000136
A0A6S8E7B4.1|(obsolete);,OG0000182
A0A6S8E7C0.1|(obsolete);,OG0004755
A0A6S8E7H1.1|(obsolete);,OG0001028
A0A6S8E7K6.1|(obsolete);,OG0025381
A0A6S8E7N2.1|(obsolete);,OG0012821
A0A6S8E7N5.1|(obsolete);,OG0001707
A0A6S8E7P9.1|(obsolete);,OG0030823
A0A6S8E7Q1.1|(obsolete);,OG0003346
A0A6S8E7S0.1|(obsolete);,OG0047068
A0A6S8E7T1.1|(obsolete);,OG0000861
A0A6S8E7T9.1|(obsolete);,OG0003479
A0A6S8E7U0.1|(obsolete);,OG0039982
A0A6S8E7V5.1|(obsolete);,OG0097825
A0A6S8E7X5.1|(obsolete);,OG0001857
A0A6S8E817.1|(obsolete);,OG0002974
A0A6S8E824.1|(obsolete);,OG0001969
A0A6S8E857.1|(obsolete);,OG0009790
A0A6S8E8A6.1|(obsolete);,OG0001486
A0A6S8E8E2.1|(obsolete);,OG0183853
A0A6S8E8E8.1|(obsolete);,OG0004496
A0A6S8E8F8.1|(obsolete);,OG0001265
A0A6S8E8H0.1|(obsolete);,OG0046921
A0A6S8E8H2.1|(obsolete);,OG0004205
A0A6S8E8J5.1|(obsolete);,OG0003427
A0A6S8E8K9.1|(obsolete);,OG0000157
A0A6S8E8Q5.1|(obsolete);,OG0008193
A0A6S8E8T9.1|(obsolete);,OG0004020
A0A6S8E8Z0.1|(obsolete);,OG0037195
A0A6S8E8Z2.1|(obsolete);,OG0000048
A0A6S8E8Z4.1|(obsolete);,OG0064496
A0A6S8E917.1|(obsolete);,OG0007407
A0A6S8E928.1|(obsolete);,OG0002985
A0A6S8E936.1|(obsolete);,OG0000148
A0A6S8E947.1|(obsolete);,OG0000679
A0A6S8E961.1|(obsolete);,OG0018640
A0A6S8E965.1|(obsolete);,OG0004600
A0A6S8E988.1|(obsolete);,OG0004600
A0A6S8E9I5.1|(obsolete);,OG0008963
A0A6S8E9J7.1|(obsolete);,OG0000995
A0A6S8E9K9.1|(obsolete);,OG0004234
A0A6S8E9Q2.1|(obsolete);,OG0021842
A0A6S8E9S6.1|(obsolete);,OG0083777
A0A6S8E9V7.1|(obsolete);,OG0001551
A0A6S8EA02.1|(obsolete);,OG0057368
A0A6S8EA08.1|(obsolete);,OG0012293
A0A6S8EA11.1|(obsolete);,OG0017018
A0A6S8EA30.1|(obsolete);,OG0011364
A0A6S8EA36.1|(obsolete);,OG0027734
A0A6S8EA63.1|(obsolete);,OG0007990
A0A6S8EA84.1|(obsolete);,OG0000825
A0A6S8EAB1.1|(obsolete);,OG0034697
A0A6S8EAB2.1|(obsolete);,OG0002322
A0A6S8EAF5.1|(obsolete);,OG0083835
A0A6S8EAG6.1|(obsolete);,OG0000161
A0A6S8EAH0.1|(obsolete);,OG0022671
A0A6S8EAJ6.1|(obsolete);,OG0000356
A0A6S8EAR2.1|(obsolete);,OG0003190
A0A6S8EAR3.1|(obsolete);,OG0000797
A0A6S8EAU5.1|(obsolete);,OG0002628
A0A6S8EAV3.1|(obsolete);,OG0002155
A0A6S8EAX5.1|(obsolete);,OG0000166
A0A6S8EAY4.1|(obsolete);,OG0000032
A0A6S8EB46.1|(obsolete);,OG0001878
A0A6S8EB57.1|(obsolete);,OG0040021
A0A6S8EB69.1|(obsolete);,OG0036657
A0A6S8EBD6.1|(obsolete);,OG0000446
A0A6S8EBF2.1|(obsolete);,OG0005020
A0A6S8EBH4.1|(obsolete);,OG0001561
A0A6S8EBL6.1|(obsolete);,OG0034677
A0A6S8EBU4.1|(obsolete);,OG0034757
A0A6S8EBU5.1|(obsolete);,OG0018640
A0A6S8EBZ4.1|(obsolete);,OG0000004
A0A6S8EBZ5.1|(obsolete);,OG0002902
A0A6S8ECF2.1|(obsolete);,OG0004496
A0A6S8ECG5.1|(obsolete);,OG0000655
A0A6S8ECH4.1|(obsolete);,OG0043274
A0A6S8ECN7.1|(obsolete);,OG0000296
A0A6S8ECQ8.1|(obsolete);,OG0001517
A0A6S8ECX0.1|(obsolete);,OG0002490
A0A6S8ED52.1|(obsolete);,OG0000148
A0A6S8EDH4.1|(obsolete);,OG0000045
A0A6S8EDJ3.1|(obsolete);,OG0000274
A0A6S8EDM6.1|(obsolete);,OG0000262
A0A6S8EDR7.1|(obsolete);,OG0000045
A0A6S8EDY8.1|(obsolete);,OG0000034
A0A6S8EE01.1|(obsolete);,OG0000596
A0A6S8EE03.1|(obsolete);,OG0012450
A0A6S8EE04.1|(obsolete);,OG0000262
A0A6S8EE10.1|(obsolete);,OG0000684
A0A6S8EE20.1|(obsolete);,OG0000074
A0A6S8EE28.1|(obsolete);,OG0000877
A0A6S8EE30.1|(obsolete);,OG0001815
A0A6S8EE68.1|(obsolete);,OG0001064
A0A6S8EE81.1|(obsolete);,OG0000790
A0A6S8EEA1.1|(obsolete);,OG0002364
A0A6S8EEB7.1|(obsolete);,OG0010666
A0A6S8EEG4.1|(obsolete);,OG0001716
A0A6S8EEJ1.1|(obsolete);,OG0000236
A0A6S8EEK8.1|(obsolete);,OG0003594
A0A6S8EEL9.1|(obsolete);,OG0003036
A0A6S8EEN6.1|(obsolete);,OG0000145
A0A6S8EF11.1|(obsolete);,OG0001842
A0A6S8EF49.1|(obsolete);,OG0000262
A0A6S8EF63.1|(obsolete);,OG0023470
A0A6S8EF74.1|(obsolete);,OG0001949
A0A6S8EF95.1|(obsolete);,OG0001579
A0A6S8EFA1.1|(obsolete);,OG0000061
A0A6S8EFB8.1|(obsolete);,OG0003558
A0A6S8EFG3.1|(obsolete);,OG0003060
A0A6S8EFJ1.1|(obsolete);,OG0006886
A0A6S8EFK9.1|(obsolete);,OG0003586
A0A6S8EFQ3.1|(obsolete);,OG0064370
A0A6S8EFT1.1|(obsolete);,OG0072997
A0A6S8EFT4.1|(obsolete);,OG0000343
A0A6S8EFU1.1|(obsolete);,OG0004600
A0A6S8EFV4.1|(obsolete);,OG0008408
A0A6S8EFV6.1|(obsolete);,OG0012200
A0A6S8EFV9.1|(obsolete);,OG0002074
A0A6S8EFX5.1|(obsolete);,OG0001072
A0A6S8EFY1.1|(obsolete);,OG0000000
A0A6S8EFY5.1|(obsolete);,OG0001258
A0A6S8EFZ4.1|(obsolete);,OG0002093
A0A6S8EG40.1|(obsolete);,OG0003232
A0A6S8EG84.1|(obsolete);,OG0004600
A0A6S8EG88.1|(obsolete);,OG0000132
A0A6S8EG90.1|(obsolete);,OG0000262
A0A6S8EGA9.1|(obsolete);,OG0002016
A0A6S8EGB2.1|(obsolete);,OG0000010
A0A6S8EGD3.1|(obsolete);,OG0001669
A0A6S8EGD5.1|(obsolete);,OG0003373
A0A6S8EGF7.1|(obsolete);,OG0000877
A0A6S8EGH8.1|(obsolete);,OG0016112
A0A6S8EGI0.1|(obsolete);,OG0002402
A0A6S8EGM5.1|(obsolete);,OG0000102
A0A6S8EGN7.1|(obsolete);,OG0009074
A0A6S8EGP1.1|(obsolete);,OG0027802
A0A6S8EGS8.1|(obsolete);,OG0000208
A0A6S8EGW4.1|(obsolete);,OG0020799
A0A6S8EGZ1.1|(obsolete);,OG0097755
A0A6S8EH28.1|(obsolete);,OG0000375
A0A6S8EH83.1|(obsolete);,OG0002057
A0A6S8EHD1.1|(obsolete);,OG0000395
A0A6S8EHE5.1|(obsolete);,OG0143903
A0A6S8EHJ0.1|(obsolete);,OG0007376
A0A6S8EHL7.1|(obsolete);,OG0057496
A0A6S8EHT1.1|(obsolete);,OG0002736
A0A6S8EHV2.1|(obsolete);,OG0011658
A0A6S8EHW7.1|(obsolete);,OG0000045
A0A6S8EHY8.1|(obsolete);,OG0250893
A0A6S8EHZ7.1|(obsolete);,OG0002386
A0A6S8EI50.1|(obsolete);,OG0000152
A0A6S8EI75.1|(obsolete);,OG0000102
A0A6S8EI83.1|(obsolete);,OG0001030
A0A6S8EIA4.1|(obsolete);,OG0000227
A0A6S8EIE6.1|(obsolete);,OG0001482
A0A6S8EIG2.1|(obsolete);,OG0073073
A0A6S8EIG7.1|(obsolete);,OG0000370
A0A6S8EII3.1|(obsolete);,OG0000480
A0A6S8EIQ2.1|(obsolete);,OG0002187
A0A6S8EIX4.1|(obsolete);,OG0083820
A0A6S8EIY2.1|(obsolete);,OG0000395
A0A6S8EJ20.1|(obsolete);,OG0001765
A0A6S8EJ32.1|(obsolete);,OG0000858
A0A6S8EJ38.1|(obsolete);,OG0000745
A0A6S8EJ39.1|(obsolete);,OG0001727
A0A6S8EJ49.1|(obsolete);,OG0024375
A0A6S8EJ78.1|(obsolete);,OG0143861
A0A6S8EJ81.1|(obsolete);,OG0029219
A0A6S8EJ95.1|(obsolete);,OG0007364
A0A6S8EJA6.1|(obsolete);,OG0000596
A0A6S8EJA8.1|(obsolete);,OG0002593
A0A6S8EJE1.1|(obsolete);,OG0000342
A0A6S8EJE3.1|(obsolete);,OG0024372
A0A6S8EJF9.1|(obsolete);,OG0001863
A0A6S8EJJ5.1|(obsolete);,OG0001215
A0A6S8EJN7.1|(obsolete);,OG0001927
A0A6S8EJP9.1|(obsolete);,OG0007372
A0A6S8EJQ3.1|(obsolete);,OG0014386
A0A6S8EJU9.1|(obsolete);,OG0001405
A0A6S8EJV3.1|(obsolete);,OG0001673
A0A6S8EJW3.1|(obsolete);,OG0003936
A0A6S8EJY7.1|(obsolete);,OG0002425
A0A6S8EJZ3.1|(obsolete);,OG0000131
A0A6S8EK03.1|(obsolete);,OG0000057
A0A6S8EK13.1|(obsolete);,OG0000806
A0A6S8EK22.1|(obsolete);,OG0000322
A0A6S8EK31.1|(obsolete);,OG0051656
A0A6S8EK39.1|(obsolete);,OG0001890
A0A6S8EKN5.1|(obsolete);,OG0000210
A0A6S8EKQ8.1|(obsolete);,OG0000017
A0A6S8EKQ9.1|(obsolete);,OG0097806
A0A6S8EKS9.1|(obsolete);,OG0001863
A0A6S8EKU0.1|(obsolete);,OG0025372
A0A6S8EKY2.1|(obsolete);,OG0064425
A0A6S8EKZ9.1|(obsolete);,OG0000002
A0A6S8EL02.1|(obsolete);,OG0001884
A0A6S8EL48.1|(obsolete);,OG0003681
A0A6S8ELE2.1|(obsolete);,OG0000211
A0A6S8ELG3.1|(obsolete);,OG0003013
A0A6S8ELI4.1|(obsolete);,OG0000599
A0A6S8ELK0.1|(obsolete);,OG0000674
A0A6S8ELL8.1|(obsolete);,OG0000338
A0A6S8ELL9.1|(obsolete);,OG0000176
A0A6S8ELQ4.1|(obsolete);,OG0001648
A0A6S8EM18.1|(obsolete);,OG0000002
A0A6S8EM20.1|(obsolete);,OG0000057
A0A6S8EM42.1|(obsolete);,OG0064547
A0A6S8EM66.1|(obsolete);,OG0000227
A0A6S8EM92.1|(obsolete);,OG0000339
A0A6S8EMC0.1|(obsolete);,OG0000447
A0A6S8EMC1.1|(obsolete);,OG0073046
A0A6S8EMD9.1|(obsolete);,OG0000017
A0A6S8EME1.1|(obsolete);,OG0000529
A0A6S8EMI8.1|(obsolete);,OG0011153
A0A6S8EMI9.1|(obsolete);,OG0000077
A0A6S8EMJ2.1|(obsolete);,OG0006992
A0A6S8EMW0.1|(obsolete);,OG0002589
A0A6S8EMX8.1|(obsolete);,OG0000281
A0A6S8EN07.1|(obsolete);,OG0000325
A0A6S8EN27.1|(obsolete);,OG0014288
A0A6S8EN36.1|(obsolete);,OG0015364
A0A6S8EN37.1|(obsolete);,OG0001270
A0A6S8EN41.1|(obsolete);,OG0073170
A0A6S8EN43.1|(obsolete);,OG0002691
A0A6S8EN45.1|(obsolete);,OG0000021
A0A6S8EN73.1|(obsolete);,OG0000290
A0A6S8EN82.1|(obsolete);,OG0000718
A0A6S8EN84.1|(obsolete);,OG0000290
A0A6S8ENA3.1|(obsolete);,OG0024381
A0A6S8ENB7.1|(obsolete);,OG0014413
A0A6S8ENE5.1|(obsolete);,OG0083996
A0A6S8ENF0.1|(obsolete);,OG0005013
A0A6S8ENG2.1|(obsolete);,OG0001905
A0A6S8ENJ8.1|(obsolete);,OG0001890
A0A6S8ENL7.1|(obsolete);,OG0002280
A0A6S8ENT8.1|(obsolete);,OG0003254
A0A6S8ENU0.1|(obsolete);,OG0015029
A0A6S8ENU7.1|(obsolete);,OG0001641
A0A6S8ENW3.1|(obsolete);,OG0000290
A0A6S8ENZ9.1|(obsolete);,OG0016119
A0A6S8EP58.1|(obsolete);,OG0002339
A0A6S8EP72.1|(obsolete);,OG0000028
A0A6S8EP80.1|(obsolete);,OG0000322
A0A6S8EPB0.1|(obsolete);,OG0001176
A0A6S8EPB3.1|(obsolete);,OG0000077
A0A6S8EPF4.1|(obsolete);,OG0022635
A0A6S8EPQ5.1|(obsolete);,OG0000209
A0A6S8EPR3.1|(obsolete);,OG0000831
A0A6S8EPU1.1|(obsolete);,OG0027740
A0A6S8EPW6.1|(obsolete);,OG0002529
A0A6S8EPY4.1|(obsolete);,OG0000878
A0A6S8EPZ5.1|(obsolete);,OG0027767
A0A6S8EQ44.1|(obsolete);,OG0002759
A0A6S8EQC5.1|(obsolete);,OG0000777
A0A6S8EQC9.1|(obsolete);,OG0000098
A0A6S8EQG0.1|(obsolete);,OG0003725
A0A6S8EQI5.1|(obsolete);,OG0143959
A0A6S8EQN1.1|(obsolete);,OG0083902
A0A6S8EQZ0.1|(obsolete);,OG0001467
A0A6S8ER24.1|(obsolete);,OG0000529
A0A6S8ER29.1|(obsolete);,OG0000645
A0A6S8ER67.1|(obsolete);,OG0002031
A0A6S8ER77.1|(obsolete);,OG0009230
A0A6S8ERA7.1|(obsolete);,OG0000589
A0A6S8ERD4.1|(obsolete);,OG0000164
A0A6S8ERG8.1|(obsolete);,OG0000541
A0A6S8ERH6.1|(obsolete);,OG0000640
A0A6S8ERL9.1|(obsolete);,OG0037153
A0A6S8ERM9.1|(obsolete);,OG0043191
A0A6S8ERR5.1|(obsolete);,OG0001660
A0A6S8ERT8.1|(obsolete);,OG0000083
A0A6S8ERV6.1|(obsolete);,OG0001212
A0A6S8ERW4.1|(obsolete);,OG0001147
A0A6S8ES20.1|(obsolete);,OG0073211
A0A6S8ES76.1|(obsolete);,OG0001147
A0A6S8ESA7.1|(obsolete);,OG0001593
A0A6S8ESH4.1|(obsolete);,OG0018640
A0A6S8ESI5.1|(obsolete);,OG0001065
A0A6S8ESI9.1|(obsolete);,OG0000163
A0A6S8ESW0.1|(obsolete);,OG0008972
A0A6S8ESW6.1|(obsolete);,OG0000998
A0A6S8ESX0.1|(obsolete);,OG0000200
A0A6S8ESX9.1|(obsolete);,OG0002016
A0A6S8ET15.1|(obsolete);,OG0008766
A0A6S8ET78.1|(obsolete);,OG0251390
A0A6S8ETB6.1|(obsolete);,OG0026562
A0A6S8ETE6.1|(obsolete);,OG0000247
A0A6S8ETE7.1|(obsolete);,OG0003277
A0A6S8ETF6.1|(obsolete);,OG0018640
A0A6S8ETN7.1|(obsolete);,OG0073292
A0A6S8ETT4.1|(obsolete);,OG0000713
A0A6S8ETX0.1|(obsolete);,OG0000920
A0A6S8ETY0.1|(obsolete);,OG0057304
A0A6S8ETZ2.1|(obsolete);,OG0006528
A0A6S8EU71.1|(obsolete);,OG0006282
A0A6S8EU80.1|(obsolete);,OG0034806
A0A6S8EU84.1|(obsolete);,OG0003036
A0A6S8EU89.1|(obsolete);,OG0002035
A0A6S8EU91.1|(obsolete);,OG0000047
A0A6S8EUA9.1|(obsolete);,OG0001019
A0A6S8EUB5.1|(obsolete);,OG0001005
A0A6S8EUE5.1|(obsolete);,OG0001762
A0A6S8EUE9.1|(obsolete);,OG0027774
A0A6S8EUF3.1|(obsolete);,OG0043242
A0A6S8EUH7.1|(obsolete);,OG0000952
A0A6S8EUL3.1|(obsolete);,OG0000637
A0A6S8EUP1.1|(obsolete);,OG0002301
A0A6S8EUR2.1|(obsolete);,OG0021834
A0A6S8EUS0.1|(obsolete);,OG0018024
A0A6S8EUU3.1|(obsolete);,OG0002120
A0A6S8EUX5.1|(obsolete);,OG0003379
A0A6S8EUZ0.1|(obsolete);,OG0001097
A0A6S8EV05.1|(obsolete);,OG0002012
A0A6S8EV12.1|(obsolete);,OG0047085
A0A6S8EV26.1|(obsolete);,OG0000064
A0A6S8EV70.1|(obsolete);,OG0002282
A0A6S8EV75.1|(obsolete);,OG0097758
A0A6S8EVB6.1|(obsolete);,OG0000036
A0A6S8EVF2.1|(obsolete);,OG0010174
A0A6S8EVF9.1|(obsolete);,OG0057437
A0A6S8EVH3.1|(obsolete);,OG0001925
A0A6S8EVI5.1|(obsolete);,OG0001925
A0A6S8EVI9.1|(obsolete);,OG0002130
A0A6S8EVK6.1|(obsolete);,OG0073237
A0A6S8EVL1.1|(obsolete);,OG0001667
A0A6S8EVM8.1|(obsolete);,OG0001408
A0A6S8EVP2.1|(obsolete);,OG0000551
A0A6S8EVP3.1|(obsolete);,OG0001877
A0A6S8EVQ8.1|(obsolete);,OG0097516
A0A6S8EVU9.1|(obsolete);,OG0043180
A0A6S8EVW1.1|(obsolete);,OG0073020
A0A6S8EVW3.1|(obsolete);,OG0010560
A0A6S8EW60.1|(obsolete);,OG0001166
A0A6S8EW81.1|(obsolete);,OG0000202
A0A6S8EWD2.1|(obsolete);,OG0001325
A0A6S8EWE2.1|(obsolete);,OG0000964
A0A6S8EWI5.1|(obsolete);,OG0002837
A0A6S8EWL1.1|(obsolete);,OG0000255
A0A6S8EWL5.1|(obsolete);,OG0043180
A0A6S8EWM6.1|(obsolete);,OG0005829
A0A6S8EWQ7.1|(obsolete);,OG0006600
A0A6S8EWX7.1|(obsolete);,OG0000379
A0A6S8EWZ1.1|(obsolete);,OG0000231
A0A6S8EX23.1|(obsolete);,OG0021836
A0A6S8EX42.1|(obsolete);,OG0001066
A0A6S8EXA0.1|(obsolete);,OG0000010
A0A6S8EXA7.1|(obsolete);,OG0000177
A0A6S8EXG2.1|(obsolete);,OG0000428
A0A6S8EXH8.1|(obsolete);,OG0007809
A0A6S8EXN2.1|(obsolete);,OG0043254
A0A6S8EXP9.1|(obsolete);,OG0005569
A0A6S8EXS7.1|(obsolete);,OG0002409
A0A6S8EXY6.1|(obsolete);,OG0004442
A0A6S8EY11.1|(obsolete);,OG0000239
A0A6S8EY15.1|(obsolete);,OG0010837
A0A6S8EY25.1|(obsolete);,OG0000037
A0A6S8EYA2.1|(obsolete);,OG0003185
A0A6S8EYC1.1|(obsolete);,OG0003084
A0A6S8EYG2.1|(obsolete);,OG0016568
A0A6S8EYJ7.1|(obsolete);,OG0002881
A0A6S8EYM7.1|(obsolete);,OG0008198
A0A6S8EYM8.1|(obsolete);,OG0057296
A0A6S8EYQ3.1|(obsolete);,OG0040008
A0A6S8EYS6.1|(obsolete);,OG0001659
A0A6S8EYU0.1|(obsolete);,OG0001575
A0A6S8EYU3.1|(obsolete);,OG0001515
A0A6S8EYY8.1|(obsolete);,OG0002444
A0A6S8EYY9.1|(obsolete);,OG0057481
A0A6S8EYZ3.1|(obsolete);,OG0000117
A0A6S8EZ34.1|(obsolete);,OG0000041
A0A6S8EZA0.1|(obsolete);,OG0018612
A0A6S8EZA4.1|(obsolete);,OG0000010
A0A6S8EZC4.1|(obsolete);,OG0000039
A0A6S8EZD6.1|(obsolete);,OG0006156
A0A6S8EZE4.1|(obsolete);,OG0004001
A0A6S8EZF6.1|(obsolete);,OG0000017
A0A6S8EZI7.1|(obsolete);,OG0057360
A0A6S8EZJ2.1|(obsolete);,OG0097804
A0A6S8EZK3.1|(obsolete);,OG0001255
A0A6S8EZN6.1|(obsolete);,OG0000036
A0A6S8EZR8.1|(obsolete);,OG0003470
A0A6S8EZV0.1|(obsolete);,OG0000303
A0A6S8EZV4.1|(obsolete);,OG0011315
A0A6S8F026.1|(obsolete);,OG0000355
A0A6S8F047.1|(obsolete);,OG0002133
A0A6S8F057.1|(obsolete);,OG0004442
A0A6S8F061.1|(obsolete);,OG0000212
A0A6S8F085.1|(obsolete);,OG0057466
A0A6S8F088.1|(obsolete);,OG0000683
A0A6S8F0H9.1|(obsolete);,OG0001085
A0A6S8F0I2.1|(obsolete);,OG0000993
A0A6S8F0N6.1|(obsolete);,OG0003160
A0A6S8F0P1.1|(obsolete);,OG0000053
A0A6S8F0P7.1|(obsolete);,OG0001779
A0A6S8F0T5.1|(obsolete);,OG0003016
A0A6S8F0T6.1|(obsolete);,OG0008519
A0A6S8F0V7.1|(obsolete);,OG0000365
A0A6S8F0Y7.1|(obsolete);,OG0064437
A0A6S8F105.1|(obsolete);,OG0000035
A0A6S8F122.1|(obsolete);,OG0002428
A0A6S8F133.1|(obsolete);,OG0021834
A0A6S8F145.1|(obsolete);,OG0030824
A0A6S8F160.1|(obsolete);,OG0002466
A0A6S8F196.1|(obsolete);,OG0000752
A0A6S8F1A1.1|(obsolete);,OG0000135
A0A6S8F1M1.1|(obsolete);,OG0097683
A0A6S8F1S2.1|(obsolete);,OG0037203
A0A6S8F1V4.1|(obsolete);,OG0006808
A0A6S8F1W0.1|(obsolete);,OG0027746
A0A6S8F1W9.1|(obsolete);,OG0000158
A0A6S8F222.1|(obsolete);,OG0003072
A0A6S8F228.1|(obsolete);,OG0000635
A0A6S8F231.1|(obsolete);,OG0051759
A0A6S8F246.1|(obsolete);,OG0003844
A0A6S8F249.1|(obsolete);,OG0000238
A0A6S8F267.1|(obsolete);,OG0002889
A0A6S8F274.1|(obsolete);,OG0034713
A0A6S8F2A2.1|(obsolete);,OG0015986
A0A6S8F2D5.1|(obsolete);,OG0000160
A0A6S8F2E2.1|(obsolete);,OG0001349
A0A6S8F2H1.1|(obsolete);,OG0001349
A0A6S8F2J8.1|(obsolete);,OG0000798
A0A6S8F2Q2.1|(obsolete);,OG0000152
A0A6S8F2R0.1|(obsolete);,OG0002025
