goAcc,desc
GO:0005937,mating projection
GO:0005938,cell cortex
GO:0005947,mitochondrial alpha-ketoglutarate dehydrogenase complex
GO:0005948,acetolactate synthase complex
GO:0005953,CAAX-protein geranylgeranyltransferase complex
GO:0005955,calcineurin complex
GO:0005965,protein farnesyltransferase complex
GO:0005967,mitochondrial pyruvate dehydrogenase complex
GO:0005968,Rab-protein geranylgeranyltransferase complex
GO:0005977,glycogen metabolic process
GO:0005982,starch metabolic process
GO:0005988,lactose metabolic process
GO:0005996,monosaccharide metabolic process
GO:0005997,xylulose metabolic process
GO:0006000,fructose metabolic process
GO:0006002,fructose 6-phosphate metabolic process
GO:0006004,fucose metabolic process
GO:0006011,UDP-glucose metabolic process
GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process
GO:0006020,inositol metabolic process
GO:0006024,glycosaminoglycan biosynthetic process
GO:0006041,glucosamine metabolic process
GO:0006043,glucosamine catabolic process
GO:0006047,UDP-N-acetylglucosamine metabolic process
GO:0006048,UDP-N-acetylglucosamine biosynthetic process
GO:0006049,UDP-N-acetylglucosamine catabolic process
GO:0006054,N-acetylneuraminate metabolic process
GO:0006057,mannoprotein biosynthetic process
GO:0006065,UDP-glucuronate biosynthetic process
GO:0006068,ethanol catabolic process
GO:0006069,ethanol oxidation
GO:0006077,(1->6)-beta-D-glucan metabolic process
GO:0006082,organic acid metabolic process
GO:0006083,acetate metabolic process
GO:0006084,acetyl-CoA metabolic process
GO:0006085,acetyl-CoA biosynthetic process
GO:0006086,acetyl-CoA biosynthetic process from pyruvate
GO:0006090,pyruvate metabolic process
GO:0006101,citrate metabolic process
GO:0006102,isocitrate metabolic process
GO:0006103,2-oxoglutarate metabolic process
GO:0006104,succinyl-CoA metabolic process
GO:0006105,succinate metabolic process
GO:0006107,oxaloacetate metabolic process
GO:0006110,regulation of glycolytic process
GO:0006111,regulation of gluconeogenesis
GO:0006113,fermentation
GO:0006116,"NADH oxidation"
GO:0006119,oxidative phosphorylation
GO:0006121,"mitochondrial electron transport, succinate to ubiquinone"
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen"
GO:0006144,purine nucleobase metabolic process
GO:0006147,guanine catabolic process
GO:0006154,adenosine catabolic process
GO:0006161,deoxyguanosine catabolic process
GO:0006163,purine nucleotide metabolic process
GO:0006165,nucleoside diphosphate phosphorylation
GO:0006167,AMP biosynthetic process
GO:0006168,adenine salvage
GO:0006172,ADP biosynthetic process
GO:0006178,guanine salvage
GO:0006190,inosine salvage
GO:0006198,cAMP catabolic process
GO:0006210,thymine catabolic process
GO:0006220,pyrimidine nucleotide metabolic process
GO:0006223,uracil salvage
GO:0006226,dUMP biosynthetic process
GO:0006227,dUDP biosynthetic process
GO:0006244,pyrimidine nucleotide catabolic process
GO:0006261,DNA-dependent DNA replication
GO:0006266,DNA ligation
GO:0006271,DNA strand elongation involved in DNA replication
GO:0006277,DNA amplification
GO:0006279,premeiotic DNA replication
GO:0006282,regulation of DNA repair
GO:0006283,transcription-coupled nucleotide-excision repair
GO:0006287,"base-excision repair, gap-filling"
GO:0006290,pyrimidine dimer repair
GO:0006297,"nucleotide-excision repair, DNA gap filling"
GO:0006301,postreplication repair
GO:0006307,DNA dealkylation involved in DNA repair
GO:0006308,DNA catabolic process
GO:0006309,apoptotic DNA fragmentation
GO:0006311,meiotic gene conversion
GO:0006312,mitotic recombination
GO:0006313,"transposition, DNA-mediated"
GO:0006323,DNA packaging
GO:0006325,chromatin organization
GO:0006336,DNA replication-independent nucleosome assembly
GO:0006338,chromatin remodeling
GO:0006348,chromatin silencing at telomere
GO:0006349,regulation of gene expression by genetic imprinting
GO:0006353,"DNA-templated transcription, termination"
GO:0006354,"DNA-templated transcription, elongation"
GO:0006360,transcription by RNA polymerase I
GO:0006362,transcription elongation from RNA polymerase I promoter
GO:0006368,transcription elongation from RNA polymerase II promoter
GO:0006369,termination of RNA polymerase II transcription
GO:0006376,mRNA splice site selection
GO:0006379,mRNA cleavage
GO:0006383,transcription by RNA polymerase III
GO:0006384,transcription initiation from RNA polymerase III promoter
GO:0006398,mRNA 3'-end processing by stem-loop binding and cleavage
GO:0006399,tRNA metabolic process
GO:0006401,RNA catabolic process
GO:0006402,mRNA catabolic process
GO:0006405,RNA export from nucleus
GO:0006407,rRNA export from nucleus
GO:0006408,snRNA export from nucleus
GO:0006417,regulation of translation
GO:0006448,regulation of translational elongation
GO:0006449,regulation of translational termination
GO:0006469,negative regulation of protein kinase activity
GO:0006473,protein acetylation
GO:0006474,N-terminal protein amino acid acetylation
GO:0006478,peptidyl-tyrosine sulfation
GO:0006480,N-terminal protein amino acid methylation
GO:0006482,protein demethylation
GO:0006488,dolichol-linked oligosaccharide biosynthetic process
GO:0006490,oligosaccharide-lipid intermediate biosynthetic process
GO:0006491,N-glycan processing
GO:0006493,protein O-linked glycosylation
GO:0006497,protein lipidation
GO:0006498,N-terminal protein lipidation
GO:0006501,C-terminal protein lipidation
GO:0006509,membrane protein ectodomain proteolysis
GO:0006513,protein monoubiquitination
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins
GO:0006516,glycoprotein catabolic process
GO:0006517,protein deglycosylation
GO:0006518,peptide metabolic process
GO:0006522,alanine metabolic process
GO:0006525,arginine metabolic process
GO:0006538,glutamate catabolic process
GO:0006540,glutamate decarboxylation to succinate
GO:0006543,glutamine catabolic process
GO:0006545,glycine biosynthetic process
GO:0006547,histidine metabolic process
GO:0006549,isoleucine metabolic process
GO:0006550,isoleucine catabolic process
GO:0006551,leucine metabolic process
GO:0006552,leucine catabolic process
GO:0006553,lysine metabolic process
GO:0006556,S-adenosylmethionine biosynthetic process
GO:0006557,S-adenosylmethioninamine biosynthetic process
GO:0006558,L-phenylalanine metabolic process
GO:0006560,proline metabolic process
GO:0006565,L-serine catabolic process
GO:0006567,threonine catabolic process
GO:0006572,tyrosine catabolic process
GO:0006574,valine catabolic process
GO:0006575,cellular modified amino acid metabolic process
GO:0006576,cellular biogenic amine metabolic process
GO:0006578,amino-acid betaine biosynthetic process
GO:0006591,ornithine metabolic process
GO:0006592,ornithine biosynthetic process
GO:0006601,creatine biosynthetic process
GO:0006611,protein export from nucleus
GO:0006612,protein targeting to membrane
GO:0006620,posttranslational protein targeting to endoplasmic reticulum membrane
GO:0006623,protein targeting to vacuole
GO:0006624,vacuolar protein processing
GO:0006627,protein processing involved in protein targeting to mitochondrion
GO:0006636,unsaturated fatty acid biosynthetic process
GO:0006638,neutral lipid metabolic process
GO:0006641,triglyceride metabolic process
GO:0006646,phosphatidylethanolamine biosynthetic process
GO:0006650,glycerophospholipid metabolic process
GO:0006656,phosphatidylcholine biosynthetic process
GO:0006657,CDP-choline pathway
GO:0006662,glycerol ether metabolic process
GO:0006666,3-keto-sphinganine metabolic process
GO:0006669,sphinganine-1-phosphate biosynthetic process
GO:0006670,sphingosine metabolic process
GO:0006675,mannosyl-inositol phosphorylceramide metabolic process
GO:0006679,glucosylceramide biosynthetic process
GO:0006686,sphingomyelin biosynthetic process
GO:0006688,glycosphingolipid biosynthetic process
GO:0006689,ganglioside catabolic process
GO:0006693,prostaglandin metabolic process
GO:0006695,cholesterol biosynthetic process
GO:0006696,ergosterol biosynthetic process
GO:0006699,bile acid biosynthetic process
GO:0006720,isoprenoid metabolic process
GO:0006721,terpenoid metabolic process
GO:0006729,tetrahydrobiopterin biosynthetic process
GO:0006734,"NADH metabolic process"
GO:0006735,"NADH regeneration"
GO:0006739,"NADP metabolic process"
GO:0006740,"NADPH regeneration"
GO:0006741,"NADP biosynthetic process"
GO:0006742,"NADP catabolic process"
GO:0006749,glutathione metabolic process
GO:0006751,glutathione catabolic process
GO:0006757,ATP generation from ADP
GO:0006760,folic acid-containing compound metabolic process
GO:0006761,dihydrofolate biosynthetic process
GO:0006767,water-soluble vitamin metabolic process
GO:0006782,protoporphyrinogen IX biosynthetic process
GO:0006793,phosphorus metabolic process
GO:0006797,polyphosphate metabolic process
GO:0006809,nitric oxide biosynthetic process
GO:0006824,cobalt ion transport
GO:0006828,manganese ion transport
GO:0006829,zinc ion transport
GO:0006833,water transport
GO:0006846,acetate transport
GO:0006850,mitochondrial pyruvate transmembrane transport
GO:0006851,mitochondrial calcium ion transmembrane transport
GO:0006858,extracellular transport
GO:0006862,nucleotide transport
GO:0006863,purine nucleobase transport
GO:0006873,cellular ion homeostasis
GO:0006874,cellular calcium ion homeostasis
GO:0006875,cellular metal ion homeostasis
GO:0006876,cellular cadmium ion homeostasis
GO:0006878,cellular copper ion homeostasis
GO:0006882,cellular zinc ion homeostasis
GO:0006887,exocytosis
GO:0006892,post-Golgi vesicle-mediated transport
GO:0006893,Golgi to plasma membrane transport
GO:0006895,Golgi to endosome transport
GO:0006896,Golgi to vacuole transport
GO:0006898,receptor-mediated endocytosis
GO:0006900,vesicle budding from membrane
GO:0006906,vesicle fusion
GO:0006907,pinocytosis
GO:0006911,"phagocytosis, engulfment"
GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0006928,movement of cell or subcellular component
GO:0006935,chemotaxis
GO:0006936,muscle contraction
GO:0006939,smooth muscle contraction
GO:0006952,defense response
GO:0006953,acute-phase response
GO:0006954,inflammatory response
GO:0006955,immune response
GO:0006963,positive regulation of antibacterial peptide biosynthetic process
GO:0006970,response to osmotic stress
GO:0006971,hypotonic response
GO:0006972,hyperosmotic response
GO:0006974,cellular response to DNA damage stimulus
GO:0006986,response to unfolded protein
GO:0006991,response to sterol depletion
GO:0006995,cellular response to nitrogen starvation
GO:0006996,organelle organization
GO:0006997,nucleus organization
GO:0006998,nuclear envelope organization
GO:0006999,nuclear pore organization
GO:0007004,telomere maintenance via telomerase
GO:0007006,mitochondrial membrane organization
GO:0007007,inner mitochondrial membrane organization
GO:0007008,outer mitochondrial membrane organization
GO:0007009,plasma membrane organization
GO:0007015,actin filament organization
GO:0007019,microtubule depolymerization
GO:0007020,microtubule nucleation
GO:0007023,post-chaperonin tubulin folding pathway
GO:0007026,negative regulation of microtubule depolymerization
GO:0007029,endoplasmic reticulum organization
GO:0007032,endosome organization
GO:0007033,vacuole organization
GO:0007035,vacuolar acidification
GO:0007039,protein catabolic process in the vacuole
GO:0007041,lysosomal transport
GO:0007042,lysosomal lumen acidification
GO:0007051,spindle organization
GO:0007052,mitotic spindle organization
GO:0007059,chromosome segregation
GO:0007060,male meiosis chromosome segregation
GO:0007062,sister chromatid cohesion
GO:0007063,regulation of sister chromatid cohesion
GO:0007064,mitotic sister chromatid cohesion
GO:0007076,mitotic chromosome condensation
GO:0007080,mitotic metaphase plate congression
GO:0007088,regulation of mitotic nuclear division
GO:0007089,traversing start control point of mitotic cell cycle
GO:0007091,metaphase/anaphase transition of mitotic cell cycle
GO:0007093,mitotic cell cycle checkpoint signaling
GO:0007094,mitotic spindle assembly checkpoint signaling
GO:0007095,mitotic G2 DNA damage checkpoint signaling
GO:0007096,regulation of exit from mitosis
GO:0007097,nuclear migration
GO:0007098,centrosome cycle
GO:0007099,centriole replication
GO:0007100,mitotic centrosome separation
GO:0007112,male meiosis cytokinesis
GO:0007116,regulation of cell budding
GO:0007124,pseudohyphal growth
GO:0007127,meiosis I
GO:0007130,synaptonemal complex assembly
GO:0007131,reciprocal meiotic recombination
GO:0007135,meiosis II
GO:0007140,male meiotic nuclear division
GO:0007144,female meiosis I
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules
GO:0007160,cell-matrix adhesion
GO:0007162,negative regulation of cell adhesion
GO:0007163,establishment or maintenance of cell polarity
GO:0007166,cell surface receptor signaling pathway
GO:0007167,enzyme linked receptor protein signaling pathway
GO:0007168,receptor guanylyl cyclase signaling pathway
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway
GO:0007172,signal complex assembly
GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway
GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway
GO:0007190,activation of adenylate cyclase activity
GO:0007204,positive regulation of cytosolic calcium ion concentration
GO:0007212,dopamine receptor signaling pathway
GO:0007217,tachykinin receptor signaling pathway
GO:0007219,Notch signaling pathway
GO:0007221,positive regulation of transcription of Notch receptor target
GO:0007223,"Wnt signaling pathway, calcium modulating pathway"
GO:0007224,smoothened signaling pathway
GO:0007228,positive regulation of hh target transcription factor activity
GO:0007229,integrin-mediated signaling pathway
GO:0007232,osmosensory signaling pathway via Sho1 osmosensor
GO:0007249,I-kappaB kinase/NF-kappaB signaling
GO:0007265,Ras protein signal transduction
GO:0007266,Rho protein signal transduction
GO:0007271,"synaptic transmission, cholinergic"
GO:0007276,gamete generation
GO:0007278,pole cell fate determination
GO:0007280,pole cell migration
GO:0007281,germ cell development
GO:0007286,spermatid development
GO:0007290,spermatid nucleus elongation
GO:0007291,sperm individualization
GO:0007292,female gamete generation
GO:0007294,germarium-derived oocyte fate determination
GO:0007298,border follicle cell migration
GO:0007317,regulation of pole plasm oskar mRNA localization
GO:0007318,pole plasm protein localization
GO:0007329,positive regulation of transcription from RNA polymerase II promoter by pheromones
GO:0007338,single fertilization
GO:0007340,acrosome reaction
GO:0007341,penetration of zona pellucida
GO:0007343,egg activation
