MMETSP_ID,JGI_ID,Percent_Identity,Annotations
GBG31657.1,108273,62.6,GBG31657.1 U3 small nucleolar RNA-associated protein 4-like [Hondaea fermentalgiana]
GBG33457.1,10827,33.1,GBG33457.1 Hypothetical Protein FCC1311_096802 [Hondaea fermentalgiana]
GBG30114.1,108292,82.3,"GBG30114.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG33808.1,108567,81.5,GBG33808.1 Monocarboxylate transporter 14 [Hondaea fermentalgiana]
GBG25753.1,1085,40.6,"GBG25753.1 NACHT, LRR and PYD domains-containing protein 5 [Hondaea fermentalgiana]"
GBG32172.1,10860,69.1,GBG32172.1 Dehydrogenase/reductase SDR family protein 7-like [Hondaea fermentalgiana]
GBG32520.1,108739,88,"GBG32520.1 Dynein heavy chain 10, axonemal [Hondaea fermentalgiana]"
GBG32185.1,10885,45.4,GBG32185.1 S-antigen protein [Hondaea fermentalgiana]
GBG32192.1,10892,62.8,GBG32192.1 Tubby protein-like [Hondaea fermentalgiana]
GBG34758.1,10902,34.6,"GBG34758.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG26526.1,109054,65.5,GBG26526.1 Leucine-rich repeat receptor protein kinase EMS1 [Hondaea fermentalgiana]
GBG26516.1,109065,71.2,GBG26516.1 Kinetochore protein nuf2 [Hondaea fermentalgiana]
GBG32203.1,10910,49.7,GBG32203.1 Hypothetical Protein FCC1311_084282 [Hondaea fermentalgiana]
GBG27385.1,109147,93.6,GBG27385.1 Nitronate monooxygenase [Hondaea fermentalgiana]
GBG33742.1,109167,55.8,GBG33742.1 JmjC domain-containing protein 4 [Hondaea fermentalgiana]
GBG26811.1,109216,64.1,GBG26811.1 Brefeldin A-inhibited guanine nucleotide-exchange protein 1 [Hondaea fermentalgiana]
GBG31434.1,10929,83.3,GBG31434.1 Hypothetical Protein FCC1311_076582 [Hondaea fermentalgiana]
GBG27407.1,109323,82.2,"GBG27407.1 External alternative NADPH-ubiquinone oxidoreductase B1, mitochondrial [Hondaea fermentalgiana]"
GBG27404.1,109325,57.5,GBG27404.1 GATOR complex protein NPRL2 [Hondaea fermentalgiana]
GBG32839.1,109356,80.9,"GBG32839.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG31424.1,10937,54.5,GBG31424.1 Hypothetical Protein FCC1311_076482 [Hondaea fermentalgiana]
GBG29096.1,109397,65.9,"GBG29096.1 Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 [Hondaea fermentalgiana]"
GBG34846.1,109495,73.4,GBG34846.1 Eukaryotic translation initiation factor 3 subunit F [Hondaea fermentalgiana]
GBG34088.1,109503,72.3,GBG34088.1 Solute carrier family 35 member F5 [Hondaea fermentalgiana]
GBG31407.1,10950,51.9,GBG31407.1 Hypothetical Protein FCC1311_076312 [Hondaea fermentalgiana]
WP_015906612.1,10967,32.6,WP_015906612.1 ADP-ribosylglycohydrolase family protein [Desulfobacterium autotrophicum]
GBG29565.1,109712,84.3,GBG29565.1 Eukaryotic translation initiation factor 3 subunit E [Hondaea fermentalgiana]
GBG34050.1,10971,70.3,GBG34050.1 Teneurin-4 [Hondaea fermentalgiana]
GBG29571.1,109737,62.4,GBG29571.1 12-oxophytodienoate reductase 1 [Hondaea fermentalgiana]
GBG34048.1,10974,63.7,GBG34048.1 Hypothetical Protein FCC1311_102712 [Hondaea fermentalgiana]
GBG34040.1,10983,74.4,GBG34040.1 Hypothetical Protein FCC1311_102632 [Hondaea fermentalgiana]
GBG34034.1,10989,40.1,GBG34034.1 Hypothetical Protein FCC1311_102572 [Hondaea fermentalgiana]
GBG29733.1,109922,65.5,GBG29733.1 Wnt inhibitory factor 1 [Hondaea fermentalgiana]
GBG32956.1,109929,76.2,GBG32956.1 Myosin-6 [Hondaea fermentalgiana]
GBG32956.1,109932,76.4,GBG32956.1 Myosin-6 [Hondaea fermentalgiana]
GBG33453.1,10996,44.8,GBG33453.1 Hypothetical Protein FCC1311_096762 [Hondaea fermentalgiana]
GBG32723.1,109,38.6,GBG32723.1 Hypothetical Protein FCC1311_089482 [Hondaea fermentalgiana]
GBG34620.1,110008,96.3,GBG34620.1 MOB kinase activator-like 1A [Hondaea fermentalgiana]
GBG30204.1,110053,53.1,GBG30204.1 ABC transporter G family member 5 [Hondaea fermentalgiana]
GBG30203.1,110060,78.4,"GBG30203.1 Deoxyribose-phosphate aldolase, putative [Hondaea fermentalgiana]"
GBG33433.1,11007,56.5,GBG33433.1 Protein kinase C and casein kinase substrate in neurons protein 1 [Hondaea fermentalgiana]
GBG33435.1,11009,57.6,"GBG33435.1 Rho GTPase activating protein, putative [Hondaea fermentalgiana]"
GBG33437.1,11010,77.2,GBG33437.1 Hypothetical Protein FCC1311_096602 [Hondaea fermentalgiana]
GBG26781.1,110188,74.5,GBG26781.1 Ubiquitin-like modifier-activating enzyme ATG7 [Hondaea fermentalgiana]
GBG34380.1,11022,38.7,GBG34380.1 Exostosin-like 1 [Hondaea fermentalgiana]
GBG30530.1,110271,62.4,GBG30530.1 Signal peptidase complex subunit 2 [Hondaea fermentalgiana]
GBG34376.1,11032,40.5,GBG34376.1 Hypothetical Protein FCC1311_106002 [Hondaea fermentalgiana]
GBG23811.1,110351,85.4,GBG23811.1 Myosin-1 [Hondaea fermentalgiana]
GBG34375.1,11037,50.1,GBG34375.1 Hypothetical Protein FCC1311_105992 [Hondaea fermentalgiana]
GBG34375.1,11039,55.1,GBG34375.1 Hypothetical Protein FCC1311_105992 [Hondaea fermentalgiana]
GBG25720.1,1103,74.5,GBG25720.1 Calcium release-activated calcium channel protein 1 [Hondaea fermentalgiana]
GBG28041.1,110413,43.8,GBG28041.1 Hypothetical Protein FCC1311_042642 [Hondaea fermentalgiana]
GBG33145.1,11046,53.5,GBG33145.1 Hypothetical Protein FCC1311_093692 [Hondaea fermentalgiana]
GBG33143.1,11050,48.6,GBG33143.1 Multiple C2 and transmembrane domain-containing protein 2 [Hondaea fermentalgiana]
GBG32325.1,110537,85.4,GBG32325.1 Guanine nucleotide-binding protein subunit alpha [Hondaea fermentalgiana]
GBG33139.1,11054,39.9,GBG33139.1 Leucine-rich repeat neuronal protein 1 [Hondaea fermentalgiana]
GBG25144.1,11058,71.8,GBG25144.1 Hypothetical Protein FCC1311_013612 [Hondaea fermentalgiana]
GBG25957.1,11061,31.7,GBG25957.1 Hypothetical Protein FCC1311_021772 [Hondaea fermentalgiana]
GBG31313.1,110667,74.9,"GBG31313.1 ABC transporter, putative [Hondaea fermentalgiana]"
GBG31302.1,110685,76.7,GBG31302.1 Phosphoinositide phosphatase SAC1 [Hondaea fermentalgiana]
GBG27852.1,110725,56,GBG27852.1 ATP-dependent DNA helicase chl1 [Hondaea fermentalgiana]
GBG25188.1,110754,69.5,"GBG25188.1 Glycerol-3-phosphate dehydrogenase NAD+, chloroplastic [Hondaea fermentalgiana]"
GBG31447.1,110844,62.6,GBG31447.1 Endothelin-converting enzyme 1 [Hondaea fermentalgiana]
GBG30421.1,110943,86.3,"GBG30421.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG30420.1,110947,76.9,GBG30420.1 AP-3 complex subunit delta [Hondaea fermentalgiana]
GBG31147.1,110967,35.4,"GBG31147.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG32305.1,110998,64.6,GBG32305.1 Ubiquitin carboxyl-terminal hydrolase 33 [Hondaea fermentalgiana]
GBG33110.1,11099,59.7,GBG33110.1 Hypothetical Protein FCC1311_093342 [Hondaea fermentalgiana]
GBG32236.1,111043,58.7,GBG32236.1 Facilitated glucose transporter-like [Hondaea fermentalgiana]
GBG33117.1,11108,67.5,GBG33117.1 Hypothetical Protein FCC1311_093412 [Hondaea fermentalgiana]
GBG34237.1,111100,69.7,"GBG34237.1 KH domain-containing, RNA-binding, signal transduction-associated protein 1 [Hondaea fermentalgiana]"
GBG34272.1,111153,66.3,GBG34272.1 Pre-mRNA-splicing factor CWC2 [Hondaea fermentalgiana]
GBG34689.1,111183,98.4,GBG34689.1 ADP-ribosylation factor [Hondaea fermentalgiana]
GBG33128.1,11120,41.5,GBG33128.1 Hypothetical Protein FCC1311_093522 [Hondaea fermentalgiana]
GBG33132.1,11124,75.8,GBG33132.1 E3 ubiquitin-protein ligase HECTD1 [Hondaea fermentalgiana]
GBG32198.1,111272,87.5,GBG32198.1 Splicing factor 3B subunit 5 [Hondaea fermentalgiana]
GBG31439.1,111285,57.8,GBG31439.1 Hypothetical Protein FCC1311_076632 [Hondaea fermentalgiana]
GBG31412.1,11130,43.3,GBG31412.1 Hypothetical Protein FCC1311_076362 [Hondaea fermentalgiana]
GBG31414.1,11132,67.3,GBG31414.1 Hypothetical Protein FCC1311_076382 [Hondaea fermentalgiana]
GBG34046.1,111355,94.6,GBG34046.1 Soluble inorganic pyrophosphatase [Hondaea fermentalgiana]
GBG34043.1,111361,62.8,GBG34043.1 COBW domain-containing protein DDB_G0274527 [Hondaea fermentalgiana]
GBG33434.1,111378,67.8,GBG33434.1 CAAX prenyl protease 2 [Hondaea fermentalgiana]
GBG33431.1,111385,76.7,GBG33431.1 Importin subunit alpha [Hondaea fermentalgiana]
GBG33135.1,11139,52.5,GBG33135.1 Nucleotide-binding oligomerization domain-containing protein 1 [Hondaea fermentalgiana]
GBG33106.1,111468,70.2,GBG33106.1 Metal-nicotianamine transporter YSL2 [Hondaea fermentalgiana]
GBG25744.1,1114,51.7,GBG25744.1 Polyketide synthase [Hondaea fermentalgiana]
GBG33124.1,111508,65.2,"GBG33124.1 Alpha,alpha-trehalose-phosphate synthase UDP-forming [Hondaea fermentalgiana]"
GBG26875.1,111675,79.4,GBG26875.1 Pantothenate kinase [Hondaea fermentalgiana]
GBG25746.1,1116,57.7,GBG25746.1 Protein dispatched-like 1 [Hondaea fermentalgiana]
GBG26896.1,111701,70.9,"GBG26896.1 Gamma carbonic anhydrase 1, mitochondrial [Hondaea fermentalgiana]"
GBG32751.1,11170,57.2,"GBG32751.1 NACHT, LRR and PYD domains-containing protein 5 [Hondaea fermentalgiana]"
GBG30547.1,111834,68.6,GBG30547.1 Calmodulin [Hondaea fermentalgiana]
GBG29926.1,111852,75.7,GBG29926.1 Aminotransferase [Hondaea fermentalgiana]
GBG29921.1,111860,74.7,GBG29921.1 Eukaryotic translation initiation factor 3 subunit H [Hondaea fermentalgiana]
GBG25890.1,112014,58.4,GBG25890.1 Histone acetyltransferase HAC1 [Hondaea fermentalgiana]
GBG25899.1,112022,63.6,GBG25899.1 Dolichyl-phosphate beta-glucosyltransferase [Hondaea fermentalgiana]
GBG25908.1,112040,70.4,GBG25908.1 Molybdate-anion transporter [Hondaea fermentalgiana]
GBG32776.1,11207,73,GBG32776.1 Hypothetical Protein FCC1311_090012 [Hondaea fermentalgiana]
GBG32773.1,11210,55.7,GBG32773.1 Hypothetical Protein FCC1311_089982 [Hondaea fermentalgiana]
GBG31141.1,112116,74.1,"GBG31141.1 cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A [Hondaea fermentalgiana]"
GBG26835.1,11223,60.9,GBG26835.1 Hypothetical Protein FCC1311_030572 [Hondaea fermentalgiana]
GBG26968.1,112282,82.2,GBG26968.1 Superoxide dismutase Cu-Zn [Hondaea fermentalgiana]
GBG26936.1,112332,69.2,GBG26936.1 Manganese-transporting ATPase 13A1 [Hondaea fermentalgiana]
GBG33614.1,112384,47.5,GBG33614.1 Ubiquitin carboxyl-terminal hydrolase family protein [Hondaea fermentalgiana]
GBG26854.1,11247,43.8,GBG26854.1 Translin-associated factor X-interacting protein 1 [Hondaea fermentalgiana]
GBG26861.1,11252,23.2,GBG26861.1 RCC1 and BTB domain-containing protein 2 [Hondaea fermentalgiana]
GBG32145.1,112544,58.3,GBG32145.1 Signal peptidase complex catalytic subunit sec11 [Hondaea fermentalgiana]
GBG26859.1,11254,39.5,GBG26859.1 Hypothetical Protein FCC1311_030812 [Hondaea fermentalgiana]
GBG32126.1,112560,47.8,GBG32126.1 tRNA cytosine38-C5-methyltransferase [Hondaea fermentalgiana]
GBG23888.1,112586,69.5,"GBG23888.1 Alpha-1,2-mannosyltransferase ALG9 [Hondaea fermentalgiana]"
TMF99499.1,11258,39.7,TMF99499.1 hypothetical protein E6I10_02165 [Chloroflexi bacterium]
GBG28351.1,11259,26.5,GBG28351.1 Vacuolar membrane-associated protein IML1 [Hondaea fermentalgiana]
GBG26857.1,11260,33.3,GBG26857.1 Hypothetical Protein FCC1311_030792 [Hondaea fermentalgiana]
GBG26870.1,11262,48.4,GBG26870.1 Hypothetical Protein FCC1311_030922 [Hondaea fermentalgiana]
GBG23802.1,112684,72.6,GBG23802.1 Hypothetical Protein FCC1311_000222 [Hondaea fermentalgiana]
GBG26878.1,11268,73.7,GBG26878.1 Hypothetical Protein FCC1311_031002 [Hondaea fermentalgiana]
GBG26879.1,11269,40.7,GBG26879.1 Ankyrin repeat domain-containing protein 50 [Hondaea fermentalgiana]
GBG33689.1,112744,53.2,GBG33689.1 Guanine nucleotide-binding protein subunit alpha [Hondaea fermentalgiana]
GBG26882.1,11274,53.2,GBG26882.1 Hypothetical Protein FCC1311_031042 [Hondaea fermentalgiana]
GBG33686.1,112750,60.1,GBG33686.1 GTP-binding protein 10-like [Hondaea fermentalgiana]
GBG33520.1,112786,60.2,"GBG33520.1 Folate-biopterin transporter 1, chloroplastic [Hondaea fermentalgiana]"
GBG27088.1,11281,76,GBG27088.1 Heparan-sulfate 6-O-sulfotransferase 2 [Hondaea fermentalgiana]
GBG26891.1,11288,51.7,GBG26891.1 KICSTOR complex protein ITFG2 [Hondaea fermentalgiana]
GBG33377.1,113118,69.4,GBG33377.1 Dehydrogenase/reductase SDR family member 7 [Hondaea fermentalgiana]
GBG33380.1,113136,72.4,GBG33380.1 Saccharopine dehydrogenase-like oxidoreductase [Hondaea fermentalgiana]
GBG33383.1,113138,72,"GBG33383.1 cGMP-specific 3',5'-cyclic phosphodiesterase [Hondaea fermentalgiana]"
GBG25957.1,11314,27.6,GBG25957.1 Hypothetical Protein FCC1311_021772 [Hondaea fermentalgiana]
GBG27959.1,113233,85.2,GBG27959.1 Ankyrin repeat domain-containing protein 1 [Hondaea fermentalgiana]
GBG31984.1,113243,66.7,GBG31984.1 NADPH oxidase 5 [Hondaea fermentalgiana]
GBG29591.1,113265,33.5,GBG29591.1 DNA polymerase delta catalytic subunit [Hondaea fermentalgiana]
GBG24666.1,11333,61.1,GBG24666.1 Hypothetical Protein FCC1311_008842 [Hondaea fermentalgiana]
GBG29529.1,113341,67.2,GBG29529.1 Guanine nucleotide-binding protein-like 1 [Hondaea fermentalgiana]
GBG23986.1,1134,77.6,GBG23986.1 ATP-dependent RNA helicase ddx23 [Hondaea fermentalgiana]
GBG32565.1,113506,66.9,GBG32565.1 Cytochrome b5 [Hondaea fermentalgiana]
GBG32560.1,113507,76.4,"GBG32560.1 EH-domain containing protein, putative [Hondaea fermentalgiana]"
GBG24653.1,11350,47.8,GBG24653.1 Hypothetical Protein FCC1311_008712 [Hondaea fermentalgiana]
GBG29214.1,113578,77.6,"GBG29214.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG27245.1,113612,61.1,GBG27245.1 6-aminohexanoate-dimer hydrolase [Hondaea fermentalgiana]
GBG27252.1,113617,75.5,GBG27252.1 Hypothetical Protein FCC1311_034742 [Hondaea fermentalgiana]
GBG27202.1,113627,79.1,GBG27202.1 General transcription factor IIH subunit 2 [Hondaea fermentalgiana]
GBG27185.1,113635,65.8,GBG27185.1 ABC transporter B family member 25 [Hondaea fermentalgiana]
GBG33990.1,11364,57.2,GBG33990.1 Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [Hondaea fermentalgiana]
GBG27160.1,113657,63.9,GBG27160.1 Xylanolytic transcriptional activator xlnR [Hondaea fermentalgiana]
GBG34491.1,113696,60.3,GBG34491.1 Arylsulfatase [Hondaea fermentalgiana]
GBG25234.1,113716,70.8,GBG25234.1 von Willebrand factor A domain-containing protein 8 [Hondaea fermentalgiana]
GBG25234.1,113717,96,GBG25234.1 von Willebrand factor A domain-containing protein 8 [Hondaea fermentalgiana]
GBG32243.1,113719,35.8,GBG32243.1 Hypothetical Protein FCC1311_084682 [Hondaea fermentalgiana]
GBG33593.1,113726,93.5,GBG33593.1 40S ribosomal protein S17 [Hondaea fermentalgiana]
GBG23919.1,113768,81.9,GBG23919.1 DnaJ family protein [Hondaea fermentalgiana]
GBG33980.1,11378,51.3,GBG33980.1 Zinc finger protein 586 [Hondaea fermentalgiana]
GBG27336.1,113794,87.6,GBG27336.1 Kinesin-related protein 1 [Hondaea fermentalgiana]
GBG23989.1,1137,69.5,GBG23989.1 SWR1 complex subunit 2 [Hondaea fermentalgiana]
GBG27327.1,113801,92.5,GBG27327.1 Mitochondrial import inner membrane translocase subunit TIM17 [Hondaea fermentalgiana]
GBG27302.1,113823,74.7,GBG27302.1 Peptidyl-prolyl cis-trans isomerase-like 3 [Hondaea fermentalgiana]
GBG33977.1,11382,78.7,GBG33977.1 Structural maintenance of chromosomes protein 5 [Hondaea fermentalgiana]
GBG33975.1,11385,63.2,GBG33975.1 Hypothetical Protein FCC1311_101982 [Hondaea fermentalgiana]
GBG28429.1,113861,52.7,"GBG28429.1 7,8-dihydro-8-oxoguanine triphosphatase [Hondaea fermentalgiana]"
GBG33967.1,11390,91.5,GBG33967.1 Peroxisomal multifunctional enzyme type 2 [Hondaea fermentalgiana]
GBG28328.1,113918,44.6,GBG28328.1 DnaJ-like subfamily C member 16 [Hondaea fermentalgiana]
GBG33968.1,11391,41.3,GBG33968.1 Hypothetical Protein FCC1311_101912 [Hondaea fermentalgiana]
GBG28286.1,113945,72.8,GBG28286.1 Multiple epidermal growth factor-like domains protein 10 [Hondaea fermentalgiana]
GBG28282.1,113948,99,"GBG28282.1 Guanine nucleotide-binding protein subunit beta, putative [Hondaea fermentalgiana]"
GBG28266.1,113953,80.3,GBG28266.1 Serine/threonine-protein phosphatase PP1-gamma catalytic subunit [Hondaea fermentalgiana]
GBG28262.1,113956,74.3,GBG28262.1 Hypothetical Protein FCC1311_044852 [Hondaea fermentalgiana]
GBG28253.1,113958,95.9,GBG28253.1 Syntaxin-42 [Hondaea fermentalgiana]
GBG28252.1,113959,71.2,GBG28252.1 AP-2 complex subunit sigma [Hondaea fermentalgiana]
GBG28233.1,113969,73.6,GBG28233.1 Calmodulin-related protein [Hondaea fermentalgiana]
GBG28229.1,113981,71.8,GBG28229.1 Ammonium transporter [Hondaea fermentalgiana]
GBG28211.1,113989,77,GBG28211.1 Tetratricopeptide repeat protein 21B [Hondaea fermentalgiana]
GBG28205.1,113991,70.2,GBG28205.1 Secretory carrier-associated membrane protein 3 [Hondaea fermentalgiana]
GBG30754.1,113999,85.4,GBG30754.1 Kinesin-like protein KIF15 [Hondaea fermentalgiana]
GBG34720.1,114032,71.9,GBG34720.1 Ammonium transporter 1 member 1 [Hondaea fermentalgiana]
GBG34860.1,114034,80.6,GBG34860.1 Glutamine synthetase [Hondaea fermentalgiana]
GBG34867.1,114038,73.8,GBG34867.1 Haloacid dehalogenase-like hydrolase domain-containing 5 [Hondaea fermentalgiana]
GBG33009.1,11405,28.1,GBG33009.1 Hypothetical Protein FCC1311_092332 [Hondaea fermentalgiana]
GBG25755.1,114075,50.9,GBG25755.1 Dehydrogenase/reductase SDR family member 13 [Hondaea fermentalgiana]
GBG25749.1,114078,73.4,GBG25749.1 Hypothetical Protein FCC1311_019682 [Hondaea fermentalgiana]
GBG25726.1,114081,51.5,GBG25726.1 Calmodulin [Hondaea fermentalgiana]
GBG23982.1,114101,82.8,GBG23982.1 Hypothetical Protein FCC1311_002012 [Hondaea fermentalgiana]
GBG25731.1,114103,67,GBG25731.1 Dimethylaniline monooxygenase N-oxide-forming 2 [Hondaea fermentalgiana]
GBG23988.1,114109,84.8,GBG23988.1 Molybdenum cofactor biosynthesis protein 1 [Hondaea fermentalgiana]
GBG33007.1,11413,37.2,GBG33007.1 Hypothetical Protein FCC1311_092312 [Hondaea fermentalgiana]
GBG31720.1,114145,69,GBG31720.1 Hypothetical Protein FCC1311_079452 [Hondaea fermentalgiana]
GBG33008.1,11415,72.4,GBG33008.1 Hypothetical Protein FCC1311_092322 [Hondaea fermentalgiana]
GBG33008.1,11416,35.2,GBG33008.1 Hypothetical Protein FCC1311_092322 [Hondaea fermentalgiana]
GBG29432.1,114175,55.7,GBG29432.1 Hypothetical Protein FCC1311_056532 [Hondaea fermentalgiana]
GBG29591.1,114182,46.1,GBG29591.1 DNA polymerase delta catalytic subunit [Hondaea fermentalgiana]
ACU77879.1,114188,100,ACU77879.1 putative superoxide dismutase [Schizochytrium sp. FJU-512]
GBG30352.1,114261,36.1,GBG30352.1 Cyclin-D-binding Myb-like transcription factor 1 [Hondaea fermentalgiana]
GBG27504.1,114267,69.8,GBG27504.1 cAMP-dependent protein kinase regulatory subunit [Hondaea fermentalgiana]
GBG27524.1,114286,70.2,GBG27524.1 Hypothetical Protein FCC1311_037472 [Hondaea fermentalgiana]
GBG33293.1,1142,60.1,GBG33293.1 RHOMBOID-like protein 13 [Hondaea fermentalgiana]
GBG27556.1,114309,99,GBG27556.1 Serine/threonine-protein phosphatase PP1-gamma catalytic subunit [Hondaea fermentalgiana]
GBG27569.1,114323,65.3,GBG27569.1 N-fatty-acyl-amino acid synthase/hydrolase PM20D1.1 [Hondaea fermentalgiana]
GBG31741.1,114333,55.7,GBG31741.1 Phosphoglycerate mutase 2 [Hondaea fermentalgiana]
GBG31743.1,114335,66.8,GBG31743.1 Hypothetical Protein FCC1311_079682 [Hondaea fermentalgiana]
GBG31755.1,114342,39,GBG31755.1 Hypothetical Protein FCC1311_079802 [Hondaea fermentalgiana]
GBG26214.1,114347,59.9,GBG26214.1 Hypothetical Protein FCC1311_024352 [Hondaea fermentalgiana]
GBG26232.1,114354,78.7,GBG26232.1 Peptidyl-prolyl cis-trans isomerase [Hondaea fermentalgiana]
GBG26244.1,114364,82.7,GBG26244.1 Cysteine synthase [Hondaea fermentalgiana]
GBG30549.1,11436,62.7,GBG30549.1 Hypothetical Protein FCC1311_067692 [Hondaea fermentalgiana]
VDQ02086.1,114372,60.1,VDQ02086.1 unnamed protein product [Trichobilharzia regenti]
GBG26269.1,114373,55.4,GBG26269.1 Hypothetical Protein FCC1311_024902 [Hondaea fermentalgiana]
GBG30550.1,11437,47.7,GBG30550.1 Hypothetical Protein FCC1311_067702 [Hondaea fermentalgiana]
GBG26294.1,114386,54.9,GBG26294.1 Vacuolar protein sorting-associated protein 13 [Hondaea fermentalgiana]
GBG26330.1,114409,45.2,GBG26330.1 PRA1 family protein B6 [Hondaea fermentalgiana]
GBG30553.1,11440,38.2,GBG30553.1 Hypothetical Protein FCC1311_067732 [Hondaea fermentalgiana]
GBG32080.1,114429,79.2,GBG32080.1 Epidermal retinol dehydrogenase 2 [Hondaea fermentalgiana]
GBG32089.1,114435,84.6,"GBG32089.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG25160.1,114439,46.7,GBG25160.1 DNA repair protein RAD5 [Hondaea fermentalgiana]
GBG25931.1,114447,69.6,GBG25931.1 Mitochondrial inner membrane protein OXA1 [Hondaea fermentalgiana]
GBG25159.1,114450,92,GBG25159.1 Transcription factor MYB98 [Hondaea fermentalgiana]
GBG26102.1,114494,72.6,GBG26102.1 Hypothetical Protein FCC1311_023222 [Hondaea fermentalgiana]
GBG26103.1,114497,96.2,GBG26103.1 ATP-dependent RNA helicase eIF4A [Hondaea fermentalgiana]
GBG26115.1,114504,56.8,GBG26115.1 Hypothetical Protein FCC1311_023352 [Hondaea fermentalgiana]
GBG26180.1,114554,73.9,GBG26180.1 UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit [Hondaea fermentalgiana]
GBG26190.1,114559,73.9,GBG26190.1 Obg-like ATPase 1 [Hondaea fermentalgiana]
GBG29389.1,114574,72.8,GBG29389.1 Ubiquitin carboxyl-terminal hydrolase 5 [Hondaea fermentalgiana]
GBG29365.1,114587,77.2,GBG29365.1 Kinesin-like protein KIF3B [Hondaea fermentalgiana]
GBG34564.1,114588,55.5,GBG34564.1 Guanine nucleotide-binding protein subunit beta-2-like 1 [Hondaea fermentalgiana]
GBG29371.1,114596,43.4,GBG29371.1 E3 ubiquitin-protein ligase RNF168 [Hondaea fermentalgiana]
GBG29331.1,114622,69.3,GBG29331.1 Transmembrane protein 163 [Hondaea fermentalgiana]
