From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)
GBG23840.1	A0A2R5FYN5	unreviewed	A0A2R5FYN5_9STRA	Trichohyalin	FCC1311_000602	Hondaea fermentalgiana	1079		FCC1311_000602		
GBG23839.1	A0A2R5G0M0	unreviewed	A0A2R5G0M0_9STRA	peptidylprolyl isomerase (EC 5.2.1.8)	FCC1311_000592	Hondaea fermentalgiana	233		FCC1311_000592		
GBG23838.1	A0A2R5G284	unreviewed	A0A2R5G284_9STRA	Zinc phosphodiesterase ELAC protein 2	FCC1311_000582	Hondaea fermentalgiana	481		FCC1311_000582		
GBG23837.1	A0A2R5FYK6	unreviewed	A0A2R5FYK6_9STRA	Voltage-dependent calcium channel subunit alpha-2/delta-2	FCC1311_000572	Hondaea fermentalgiana	718		FCC1311_000572		
GBG23836.1	A0A2R5FYK0	unreviewed	A0A2R5FYK0_9STRA	WD_REPEATS_REGION domain-containing protein	FCC1311_000562	Hondaea fermentalgiana	516		FCC1311_000562		
GBG23835.1	A0A2R5FZZ1	unreviewed	A0A2R5FZZ1_9STRA	Leucine-rich repeat protein SHOC-2	FCC1311_000552	Hondaea fermentalgiana	684		FCC1311_000552		
GBG23834.1	A0A2R5G811	unreviewed	A0A2R5G811_9STRA	Calpain	FCC1311_000542	Hondaea fermentalgiana	2281		FCC1311_000542		
GBG23833.1	A0A2R5G5V7	unreviewed	A0A2R5G5V7_9STRA	Tyrosine-protein phosphatase SIW14	FCC1311_000532	Hondaea fermentalgiana	251		FCC1311_000532		
GBG23832.1	A0A2R5FYJ9	unreviewed	A0A2R5FYJ9_9STRA	Ubiquitin carboxyl-terminal hydrolase 24	FCC1311_000522	Hondaea fermentalgiana	3008		FCC1311_000522		
GBG23831.1	A0A2R5G713	unreviewed	A0A2R5G713_9STRA	Guanine nucleotide-binding protein subunit beta-1	FCC1311_000512	Hondaea fermentalgiana	485		FCC1311_000512		
GBG23830.1	A0A2R5FYM4	unreviewed	A0A2R5FYM4_9STRA	UDENN domain-containing protein	FCC1311_000502	Hondaea fermentalgiana	1118		FCC1311_000502		
GBG23829.1	A0A2R5G0L1	unreviewed	A0A2R5G0L1_9STRA	RasGEF domain-containing serine/threonine-protein kinase X	FCC1311_000492	Hondaea fermentalgiana	1468		FCC1311_000492		
GBG23828.1	A0A2R5G273	unreviewed	A0A2R5G273_9STRA	Cytochrome b5	FCC1311_000482	Hondaea fermentalgiana	178		FCC1311_000482		
GBG23827.1	A0A2R5FYJ8	unreviewed	A0A2R5FYJ8_9STRA	Kinesin-like protein	FCC1311_000472	Hondaea fermentalgiana	651		FCC1311_000472		
GBG23826.1	A0A2R5FYI5	unreviewed	A0A2R5FYI5_9STRA	WRKY transcription factor 19	FCC1311_000462	Hondaea fermentalgiana	559		FCC1311_000462		
GBG23825.1	A0A2R5FZY2	unreviewed	A0A2R5FZY2_9STRA	Dzip-like_N domain-containing protein	FCC1311_000452	Hondaea fermentalgiana	1207		FCC1311_000452		
GBG23824.1	A0A2R5G7Z8	unreviewed	A0A2R5G7Z8_9STRA	Potassium voltage-gated channel protein Shab	FCC1311_000442	Hondaea fermentalgiana	1323		FCC1311_000442		
GBG23823.1	A0A2R5G5U9	unreviewed	A0A2R5G5U9_9STRA	RGS domain-containing protein	FCC1311_000432	Hondaea fermentalgiana	1561		FCC1311_000432		
GBG23822.1	A0A2R5FYI6	unreviewed	A0A2R5FYI6_9STRA	Anaphase-promoting complex subunit 7	FCC1311_000422	Hondaea fermentalgiana	581		FCC1311_000422		
GBG23821.1	A0A2R5G702	unreviewed	A0A2R5G702_9STRA	Coiled-coil domain-containing protein	FCC1311_000412	Hondaea fermentalgiana	198		FCC1311_000412		
GBG23820.1	A0A2R5FYL4	unreviewed	A0A2R5FYL4_9STRA	Glycosyltransferase family 25 protein	FCC1311_000402	Hondaea fermentalgiana	704		FCC1311_000402		
GBG23819.1	A0A2R5G0K0	unreviewed	A0A2R5G0K0_9STRA	TPR_REGION domain-containing protein	FCC1311_000392	Hondaea fermentalgiana	403		FCC1311_000392		
GBG23818.1	A0A2R5G263	unreviewed	A0A2R5G263_9STRA	WSC domain-containing protein	FCC1311_000382	Hondaea fermentalgiana	166		FCC1311_000382		
GBG23817.1	A0A2R5FYI8	unreviewed	A0A2R5FYI8_9STRA	Autophagy-related protein 9	FCC1311_000372	Hondaea fermentalgiana	892		FCC1311_000372		
GBG23816.1	A0A2R5FYI0	unreviewed	A0A2R5FYI0_9STRA	START domain-containing protein	FCC1311_000362	Hondaea fermentalgiana	374		FCC1311_000362		
GBG23815.1	A0A2R5FZX2	unreviewed	A0A2R5FZX2_9STRA	Peroxisomal membrane protein 4	FCC1311_000352	Hondaea fermentalgiana	232		FCC1311_000352		
GBG23814.1	A0A2R5G7Y9	unreviewed	A0A2R5G7Y9_9STRA	Sodium/hydrogen exchanger	FCC1311_000342	Hondaea fermentalgiana	597		FCC1311_000342		
GBG23813.1	A0A2R5G5U2	unreviewed	A0A2R5G5U2_9STRA	fumarate hydratase (EC 4.2.1.2)	FCC1311_000332	Hondaea fermentalgiana	613		FCC1311_000332		
GBG23812.1	A0A2R5FYH9	unreviewed	A0A2R5FYH9_9STRA	Myosin-1	FCC1311_000322	Hondaea fermentalgiana	1278		FCC1311_000322		
GBG23811.1	A0A2R5G6Z2	unreviewed	A0A2R5G6Z2_9STRA	Myosin-1	FCC1311_000312	Hondaea fermentalgiana	1326		FCC1311_000312		
GBG23810.1	A0A2R5FYK8	unreviewed	A0A2R5FYK8_9STRA	GDP-mannose transporter	FCC1311_000302	Hondaea fermentalgiana	389		FCC1311_000302		
GBG23809.1	A0A2R5G0J3	unreviewed	A0A2R5G0J3_9STRA	Ppx-GppA domain-containing protein	FCC1311_000292	Hondaea fermentalgiana	341		FCC1311_000292		
GBG23808.1	A0A2R5G251	unreviewed	A0A2R5G251_9STRA	Drebrin-like protein	FCC1311_000282	Hondaea fermentalgiana	485		FCC1311_000282		
GBG23807.1	A0A2R5FYH4	unreviewed	A0A2R5FYH4_9STRA	RNA polymerase II C-terminal domain phosphatase-like 2	FCC1311_000272	Hondaea fermentalgiana	845		FCC1311_000272		
GBG23806.1	A0A2R5FYH2	unreviewed	A0A2R5FYH2_9STRA	RCC1 and BTB domain-containing protein 2	FCC1311_000262	Hondaea fermentalgiana	767		FCC1311_000262		
GBG23805.1	A0A2R5FZW4	unreviewed	A0A2R5FZW4_9STRA	Epoxide hydrolase 1	FCC1311_059361	Hondaea fermentalgiana	470		FCC1311_059361		
GBG23804.1	A0A2R5G7Y0	unreviewed	A0A2R5G7Y0_9STRA	argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	FCC1311_000242	Hondaea fermentalgiana	474		FCC1311_000242		
GBG23803.1	A0A2R5G5T2	unreviewed	A0A2R5G5T2_9STRA	PA14 domain-containing protein	FCC1311_000232	Hondaea fermentalgiana	791		FCC1311_000232		
GBG23802.1	A0A2R5FYG9	unreviewed	A0A2R5FYG9_9STRA	Bestrophin/UPF0187	FCC1311_000222	Hondaea fermentalgiana	458		FCC1311_000222		
GBG23801.1	A0A2R5G6Y4	unreviewed	A0A2R5G6Y4_9STRA	Histidine triad nucleotide-binding protein 1	FCC1311_000212	Hondaea fermentalgiana	184		FCC1311_000212		
GBG23800.1	A0A2R5FYJ7	unreviewed	A0A2R5FYJ7_9STRA	Malonyl CoA-acyl carrier protein transacylase	FCC1311_059411	Hondaea fermentalgiana	306		FCC1311_059411		
GBG23799.1	A0A2R5G0I0	unreviewed	A0A2R5G0I0_9STRA	Polyketide synthase	FCC1311_059421	Hondaea fermentalgiana	1999		FCC1311_059421		
GBG23798.1	A0A2R5G242	unreviewed	A0A2R5G242_9STRA	Alpha-galactosidase	FCC1311_000182	Hondaea fermentalgiana	1576		FCC1311_000182		
GBG23797.1	A0A2R5FYG3	unreviewed	A0A2R5FYG3_9STRA	Glyoxysomal processing protease, glyoxysomal	FCC1311_000172	Hondaea fermentalgiana	861		FCC1311_000172		
GBG23796.1	A0A2R5FYG1	unreviewed	A0A2R5FYG1_9STRA	Uncharacterized protein	FCC1311_000162	Hondaea fermentalgiana	100		FCC1311_000162		
GBG23795.1	A0A2R5FZV5	unreviewed	A0A2R5FZV5_9STRA	Ankyrin repeat and SAM domain-containing protein 3	FCC1311_000152	Hondaea fermentalgiana	410		FCC1311_000152		
GBG23794.1	A0A2R5G7W9	unreviewed	A0A2R5G7W9_9STRA	Ankyrin repeat domain-containing protein 50	FCC1311_000142	Hondaea fermentalgiana	947		FCC1311_000142		
GBG23793.1	A0A2R5G5S3	unreviewed	A0A2R5G5S3_9STRA	EF-hand domain-containing protein	FCC1311_000132	Hondaea fermentalgiana	362		FCC1311_000132		
GBG23792.1	A0A2R5FYF8	unreviewed	A0A2R5FYF8_9STRA	Transcription factor MYB3R-2	FCC1311_000122	Hondaea fermentalgiana	453		FCC1311_000122		
GBG23791.1	A0A2R5G6X5	unreviewed	A0A2R5G6X5_9STRA	KfrA_N domain-containing protein	FCC1311_000112	Hondaea fermentalgiana	196		FCC1311_000112		
GBG23790.1	A0A2R5FYJ2	unreviewed	A0A2R5FYJ2_9STRA	Poly ADP-ribose polymerase 6	FCC1311_000102	Hondaea fermentalgiana	996		FCC1311_000102		
GBG23789.1	A0A2R5G0H1	unreviewed	A0A2R5G0H1_9STRA	Serine/threonine-protein phosphatase (EC 3.1.3.16)	FCC1311_000092	Hondaea fermentalgiana	318		FCC1311_000092		
GBG23788.1	A0A2R5G231	unreviewed	A0A2R5G231_9STRA	Tyrosine-protein phosphatase non-receptor type 9	FCC1311_000082	Hondaea fermentalgiana	671		FCC1311_000082		
GBG23787.1	A0A2R5FYF4	unreviewed	A0A2R5FYF4_9STRA	Metalloendopeptidase (EC 3.4.24.-)	FCC1311_000072	Hondaea fermentalgiana	581		FCC1311_000072		
GBG23786.1	A0A2R5FYF1	unreviewed	A0A2R5FYF1_9STRA	Actin-related protein 2/3 complex subunit 5	FCC1311_000062	Hondaea fermentalgiana	125		FCC1311_000062		
GBG23785.1	A0A2R5FZU6	unreviewed	A0A2R5FZU6_9STRA	Arrestin domain-containing protein 3	FCC1311_000052	Hondaea fermentalgiana	359		FCC1311_000052		
GBG23784.1	A0A2R5G7V8	unreviewed	A0A2R5G7V8_9STRA	Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	FCC1311_000042	Hondaea fermentalgiana	321		FCC1311_000042		
GBG23783.1	A0A2R5G5R2	unreviewed	A0A2R5G5R2_9STRA	Protein kinase domain-containing protein	FCC1311_000032	Hondaea fermentalgiana	74		FCC1311_000032		
GBG23782.1	A0A2R5FYF0	unreviewed	A0A2R5FYF0_9STRA	Zinc finger FYVE domain-containing protein 1	FCC1311_000022	Hondaea fermentalgiana	2177		FCC1311_000022		
GBG23781.1	A0A2R5G6W1	unreviewed	A0A2R5G6W1_9STRA	ATP-dependent RNA helicase dhx8	FCC1311_000012	Hondaea fermentalgiana	1292		FCC1311_000012		
GBG24014.1	A0A2R5G8L3	unreviewed	A0A2R5G8L3_9STRA	Glyoxalase domain-containing protein 5	FCC1311_002322	Hondaea fermentalgiana	237		FCC1311_002322		
GBG24013.1	A0A2R5G6E5	unreviewed	A0A2R5G6E5_9STRA	Phosphatidylinositol/phosphatidylcholine transfer protein SFH2	FCC1311_103441	Hondaea fermentalgiana	560		FCC1311_103441		
GBG24012.1	A0A2R5FZ34	unreviewed	A0A2R5FZ34_9STRA	Ammonium transporter	FCC1311_002302	Hondaea fermentalgiana	591		FCC1311_002302		
GBG24011.1	A0A2R5G7J6	unreviewed	A0A2R5G7J6_9STRA	Palmitoyltransferase (EC 2.3.1.225)	FCC1311_002292	Hondaea fermentalgiana	249		FCC1311_002292		
GBG24010.1	A0A2R5FZ56	unreviewed	A0A2R5FZ56_9STRA	Calpain	FCC1311_002282	Hondaea fermentalgiana	1519		FCC1311_002282		
GBG24009.1	A0A2R5G135	unreviewed	A0A2R5G135_9STRA	GPS domain-containing protein	FCC1311_002272	Hondaea fermentalgiana	434		FCC1311_002272		
GBG24008.1	A0A2R5G2Q2	unreviewed	A0A2R5G2Q2_9STRA	EGF-like domain-containing protein	FCC1311_002262	Hondaea fermentalgiana	433		FCC1311_002262		
GBG24007.1	A0A2R5FZ28	unreviewed	A0A2R5FZ28_9STRA	PhoD domain-containing protein	FCC1311_081051	Hondaea fermentalgiana	448		FCC1311_081051		
GBG24006.1	A0A2R5FZ27	unreviewed	A0A2R5FZ27_9STRA	Protein DECREASED SIZE EXCLUSION LIMIT 1	FCC1311_002242	Hondaea fermentalgiana	395		FCC1311_002242		
GBG24005.1	A0A2R5G0F6	unreviewed	A0A2R5G0F6_9STRA	Protein phosphatase, putative	FCC1311_002232	Hondaea fermentalgiana	621		FCC1311_002232		
GBG24004.1	A0A2R5G8K0	unreviewed	A0A2R5G8K0_9STRA	WD_REPEATS_REGION domain-containing protein	FCC1311_002222	Hondaea fermentalgiana	1472		FCC1311_002222		
GBG24003.1	A0A2R5G6D5	unreviewed	A0A2R5G6D5_9STRA	Ankyrin repeat domain-containing protein 1	FCC1311_002212	Hondaea fermentalgiana	2017		FCC1311_002212		
GBG24002.1	A0A2R5FZ22	unreviewed	A0A2R5FZ22_9STRA	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent) (EC 5.4.2.2)	FCC1311_002202	Hondaea fermentalgiana	582		FCC1311_002202		
GBG24001.1	A0A2R5G7I4	unreviewed	A0A2R5G7I4_9STRA	Leucine-rich repeat serine/threonine-protein kinase 1	FCC1311_002192	Hondaea fermentalgiana	904		FCC1311_002192		
GBG24000.1	A0A2R5FZ46	unreviewed	A0A2R5FZ46_9STRA	Brefeldin A-inhibited guanine nucleotide-exchange protein 1	FCC1311_002182	Hondaea fermentalgiana	1886		FCC1311_002182		
GBG23999.1	A0A2R5G126	unreviewed	A0A2R5G126_9STRA	U6 snRNA-associated Sm-like protein LSm6	FCC1311_002172	Hondaea fermentalgiana	84		FCC1311_002172		
GBG23998.1	A0A2R5G2P0	unreviewed	A0A2R5G2P0_9STRA	GDP-fucose transporter 1	FCC1311_002162	Hondaea fermentalgiana	306		FCC1311_002162		
GBG23997.1	A0A2R5FZ17	unreviewed	A0A2R5FZ17_9STRA	DNA helicase (EC 3.6.4.12)	FCC1311_002152	Hondaea fermentalgiana	1020		FCC1311_002152		
GBG23996.1	A0A2R5FZ14	unreviewed	A0A2R5FZ14_9STRA	Uncharacterized protein	FCC1311_002142	Hondaea fermentalgiana	132		FCC1311_002142		
GBG23995.1	A0A2R5G0E6	unreviewed	A0A2R5G0E6_9STRA	Trafficking protein particle complex subunit	FCC1311_002132	Hondaea fermentalgiana	149		FCC1311_002132		
GBG23994.1	A0A2R5G8I5	unreviewed	A0A2R5G8I5_9STRA	Actin-fragmin kinase	FCC1311_002122	Hondaea fermentalgiana	654		FCC1311_002122		
GBG23993.1	A0A2R5G6C4	unreviewed	A0A2R5G6C4_9STRA	Alcohol dehydrogenase 1	FCC1311_002112	Hondaea fermentalgiana	344		FCC1311_002112		
GBG23992.1	A0A2R5FZ18	unreviewed	A0A2R5FZ18_9STRA	Thioredoxin	FCC1311_002102	Hondaea fermentalgiana	146		FCC1311_002102		
GBG24118.1	A0A2R5G304	unreviewed	A0A2R5G304_9STRA	SECA_MOTOR_DEAD domain-containing protein	FCC1311_003362	Hondaea fermentalgiana	928		FCC1311_003362		
GBG24117.1	A0A2R5FZD7	unreviewed	A0A2R5FZD7_9STRA	Uncharacterized protein	FCC1311_003352	Hondaea fermentalgiana	254		FCC1311_003352		
GBG24116.1	A0A2R5FZD4	unreviewed	A0A2R5FZD4_9STRA	SECA_MOTOR_DEAD domain-containing protein	FCC1311_003342	Hondaea fermentalgiana	1375		FCC1311_003342		
GBG24115.1	A0A2R5G0R4	unreviewed	A0A2R5G0R4_9STRA	2-methylene-furan-3-one reductase	FCC1311_003332	Hondaea fermentalgiana	362		FCC1311_003332		
GBG24114.1	A0A2R5G8X3	unreviewed	A0A2R5G8X3_9STRA	serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase)	FCC1311_003322	Hondaea fermentalgiana	454		FCC1311_003322		
GBG24113.1	A0A2R5G6P3	unreviewed	A0A2R5G6P3_9STRA	ATP-dependent RNA helicase DBP7	FCC1311_003312	Hondaea fermentalgiana	723		FCC1311_003312		
GBG24112.1	A0A2R5FZD5	unreviewed	A0A2R5FZD5_9STRA	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	FCC1311_003302	Hondaea fermentalgiana	611		FCC1311_003302		
GBG24111.1	A0A2R5G7V0	unreviewed	A0A2R5G7V0_9STRA	Mitochondrial fission 1 protein	FCC1311_003292	Hondaea fermentalgiana	302		FCC1311_003292		
GBG24110.1	A0A2R5FZF8	unreviewed	A0A2R5FZF8_9STRA	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	FCC1311_003282	Hondaea fermentalgiana	359		FCC1311_003282		
GBG24109.1	A0A2R5G1D9	unreviewed	A0A2R5G1D9_9STRA	ATP-binding cassette sub-family F member 1	FCC1311_003272	Hondaea fermentalgiana	946		FCC1311_003272		
GBG24108.1	A0A2R5G2Z4	unreviewed	A0A2R5G2Z4_9STRA	Cytokin_check_N domain-containing protein	FCC1311_003262	Hondaea fermentalgiana	556		FCC1311_003262		
GBG24107.1	A0A2R5FZC8	unreviewed	A0A2R5FZC8_9STRA	DNA-directed RNA polymerase I subunit RPA49	FCC1311_003252	Hondaea fermentalgiana	726		FCC1311_003252		
GBG24106.1	A0A2R5FZC4	unreviewed	A0A2R5FZC4_9STRA	E3 ubiquitin-protein ligase MARCH6	FCC1311_003242	Hondaea fermentalgiana	1436		FCC1311_003242		
GBG24105.1	A0A2R5G0Q9	unreviewed	A0A2R5G0Q9_9STRA	R3H domain-containing protein	FCC1311_003232	Hondaea fermentalgiana	433		FCC1311_003232		
GBG24104.1	A0A2R5G8W1	unreviewed	A0A2R5G8W1_9STRA	P2X receptor E	FCC1311_003222	Hondaea fermentalgiana	417		FCC1311_003222		
GBG24103.1	A0A2R5G6N6	unreviewed	A0A2R5G6N6_9STRA	Protein kinase, putative	FCC1311_003212	Hondaea fermentalgiana	1287		FCC1311_003212		
GBG24102.1	A0A2R5FZC5	unreviewed	A0A2R5FZC5_9STRA	cGMP-dependent protein kinase	FCC1311_003202	Hondaea fermentalgiana	1435		FCC1311_003202		
GBG24101.1	A0A2R5G7U0	unreviewed	A0A2R5G7U0_9STRA	U6 snRNA-associated Sm-like protein LSm8	LSM8 FCC1311_003192	Hondaea fermentalgiana	109		FCC1311_003192	LSM8	
GBG24100.1	A0A2R5FZE8	unreviewed	A0A2R5FZE8_9STRA	Gamma-taxilin	FCC1311_003182	Hondaea fermentalgiana	437		FCC1311_003182		
GBG24099.1	A0A2R5G1D0	unreviewed	A0A2R5G1D0_9STRA	histone acetyltransferase (EC 2.3.1.48)	FCC1311_003172	Hondaea fermentalgiana	481		FCC1311_003172		
GBG24098.1	A0A2R5G2Y9	unreviewed	A0A2R5G2Y9_9STRA	Laminin subunit beta-2	FCC1311_003162	Hondaea fermentalgiana	655		FCC1311_003162		
GBG24097.1	A0A2R5FZB8	unreviewed	A0A2R5FZB8_9STRA	Voltage-gated hydrogen channel 1	FCC1311_003152	Hondaea fermentalgiana	353		FCC1311_003152		
GBG24096.1	A0A2R5FZB4	unreviewed	A0A2R5FZB4_9STRA	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Eukaryotic translation initiation factor 3 subunit 5)	FCC1311_003142	Hondaea fermentalgiana	309		FCC1311_003142		
GBG24095.1	A0A2R5G0P6	unreviewed	A0A2R5G0P6_9STRA	N-acetyltransferase domain-containing protein	FCC1311_003132	Hondaea fermentalgiana	336		FCC1311_003132		
GBG24094.1	A0A2R5G8V3	unreviewed	A0A2R5G8V3_9STRA	SNRNP27 domain-containing protein	FCC1311_003122	Hondaea fermentalgiana	379		FCC1311_003122		
GBG24093.1	A0A2R5G6M6	unreviewed	A0A2R5G6M6_9STRA	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	FCC1311_003112	Hondaea fermentalgiana	432		FCC1311_003112		
GBG24092.1	A0A2R5FZB7	unreviewed	A0A2R5FZB7_9STRA	Serine/threonine-protein phosphatase (EC 3.1.3.16)	FCC1311_062031	Hondaea fermentalgiana	332		FCC1311_062031		
GBG24091.1	A0A2R5G7T0	unreviewed	A0A2R5G7T0_9STRA	Proline-rich protein 11	FCC1311_003092	Hondaea fermentalgiana	441		FCC1311_003092		
GBG24090.1	A0A2R5FZD8	unreviewed	A0A2R5FZD8_9STRA	UDP-glucuronate decarboxylase (EC 4.1.1.35)	FCC1311_003082	Hondaea fermentalgiana	346		FCC1311_003082		
GBG24089.1	A0A2R5G1C1	unreviewed	A0A2R5G1C1_9STRA	cGMP-specific 3',5'-cyclic phosphodiesterase	FCC1311_003072	Hondaea fermentalgiana	360		FCC1311_003072		
GBG24088.1	A0A2R5G2Y1	unreviewed	A0A2R5G2Y1_9STRA	Vacuolar protein sorting-associated protein 35	FCC1311_003062	Hondaea fermentalgiana	950		FCC1311_003062		
GBG24087.1	A0A2R5FZB1	unreviewed	A0A2R5FZB1_9STRA	methylmalonate-semialdehyde dehydrogenase (CoA acylating) (EC 1.2.1.27)	FCC1311_003052	Hondaea fermentalgiana	529		FCC1311_003052		
GBG24086.1	A0A2R5FZA5	unreviewed	A0A2R5FZA5_9STRA	Caltractin	FCC1311_003042	Hondaea fermentalgiana	210		FCC1311_003042		
GBG24085.1	A0A2R5G0N6	unreviewed	A0A2R5G0N6_9STRA	Glutathione S-transferase DHAR2	FCC1311_003032	Hondaea fermentalgiana	781		FCC1311_003032		
GBG24084.1	A0A2R5G8U3	unreviewed	A0A2R5G8U3_9STRA	Protein phosphatase 2C-like 1	FCC1311_062091	Hondaea fermentalgiana	195		FCC1311_062091		
GBG24083.1	A0A2R5G6L8	unreviewed	A0A2R5G6L8_9STRA	AP2-like ethylene-responsive transcription factor PLT2	FCC1311_003012	Hondaea fermentalgiana	603		FCC1311_003012		
GBG24082.1	A0A2R5FZA8	unreviewed	A0A2R5FZA8_9STRA	Actin-related protein 6	FCC1311_003002	Hondaea fermentalgiana	450		FCC1311_003002		
GBG24081.1	A0A2R5G7S0	unreviewed	A0A2R5G7S0_9STRA	CCA tRNA nucleotidyltransferase, mitochondrial	FCC1311_002992	Hondaea fermentalgiana	730		FCC1311_002992		
GBG24080.1	A0A2R5FZD0	unreviewed	A0A2R5FZD0_9STRA	RING-type domain-containing protein	FCC1311_002982	Hondaea fermentalgiana	372		FCC1311_002982		
GBG24079.1	A0A2R5G1B2	unreviewed	A0A2R5G1B2_9STRA	CBS domain-containing protein CBSCBSPB2	FCC1311_002972	Hondaea fermentalgiana	1554		FCC1311_002972		
GBG24078.1	A0A2R5G2X2	unreviewed	A0A2R5G2X2_9STRA	Sulfate transporter	FCC1311_002962	Hondaea fermentalgiana	967		FCC1311_002962		
GBG24077.1	A0A2R5FZA1	unreviewed	A0A2R5FZA1_9STRA	Transmembrane protein 144	FCC1311_002952	Hondaea fermentalgiana	376		FCC1311_002952		
GBG24076.1	A0A2R5FZ95	unreviewed	A0A2R5FZ95_9STRA	Poly ADP-ribose polymerase	FCC1311_002942	Hondaea fermentalgiana	346		FCC1311_002942		
GBG24075.1	A0A2R5G0M6	unreviewed	A0A2R5G0M6_9STRA	phosphoglycerate mutase (2,3-diphosphoglycerate-dependent) (EC 5.4.2.11)	FCC1311_002932	Hondaea fermentalgiana	728		FCC1311_002932		
GBG24074.1	A0A2R5G8T5	unreviewed	A0A2R5G8T5_9STRA	HD domain-containing protein	FCC1311_002922	Hondaea fermentalgiana	214		FCC1311_002922		
GBG24073.1	A0A2R5G6K8	unreviewed	A0A2R5G6K8_9STRA	Replication protein A 14 kDa subunit B	FCC1311_002912	Hondaea fermentalgiana	100		FCC1311_002912		
GBG24072.1	A0A2R5FZ96	unreviewed	A0A2R5FZ96_9STRA	[histone H3]-lysine(36) N-trimethyltransferase (EC 2.1.1.359) (SET domain-containing protein 2)	FCC1311_002902	Hondaea fermentalgiana	2204		FCC1311_002902		
GBG24071.1	A0A2R5G7R0	unreviewed	A0A2R5G7R0_9STRA	DNA-directed DNA polymerase	FCC1311_002892	Hondaea fermentalgiana	551		FCC1311_002892		
GBG24070.1	A0A2R5FZB9	unreviewed	A0A2R5FZB9_9STRA	Cytochrome c peroxidase, mitochondrial	FCC1311_002882	Hondaea fermentalgiana	331		FCC1311_002882		
GBG24069.1	A0A2R5G1A3	unreviewed	A0A2R5G1A3_9STRA	EXPERA domain-containing protein	FCC1311_002872	Hondaea fermentalgiana	228		FCC1311_002872		
GBG24068.1	A0A2R5G2W3	unreviewed	A0A2R5G2W3_9STRA	Protein cereblon	FCC1311_002862	Hondaea fermentalgiana	417		FCC1311_002862		
GBG24067.1	A0A2R5FZ93	unreviewed	A0A2R5FZ93_9STRA	Bystin	FCC1311_002852	Hondaea fermentalgiana	438		FCC1311_002852		
GBG24066.1	A0A2R5FZ86	unreviewed	A0A2R5FZ86_9STRA	S1 motif domain-containing protein	FCC1311_002842	Hondaea fermentalgiana	355		FCC1311_002842		
GBG24065.1	A0A2R5G0L6	unreviewed	A0A2R5G0L6_9STRA	L-rhamnose mutarotase	FCC1311_002832	Hondaea fermentalgiana	224		FCC1311_002832		
GBG24064.1	A0A2R5G8S7	unreviewed	A0A2R5G8S7_9STRA	Asparagine synthetase glutamine-hydrolyzing	FCC1311_002822	Hondaea fermentalgiana	597		FCC1311_002822		
GBG24063.1	A0A2R5G6K0	unreviewed	A0A2R5G6K0_9STRA	Hormonally up-regulated neu tumor-associated kinase	FCC1311_002812	Hondaea fermentalgiana	623		FCC1311_002812		
GBG24062.1	A0A2R5FZ85	unreviewed	A0A2R5FZ85_9STRA	Prolyl endopeptidase (EC 3.4.21.-)	FCC1311_002802	Hondaea fermentalgiana	616		FCC1311_002802		
GBG24061.1	A0A2R5G7Q0	unreviewed	A0A2R5G7Q0_9STRA	Magnesium transporter NIPA	FCC1311_002792	Hondaea fermentalgiana	376		FCC1311_002792		
GBG24060.1	A0A2R5FZB0	unreviewed	A0A2R5FZB0_9STRA	RGS domain-containing protein	FCC1311_002782	Hondaea fermentalgiana	399		FCC1311_002782		
GBG24059.1	A0A2R5G193	unreviewed	A0A2R5G193_9STRA	N-lysine methyltransferase SMYD2	FCC1311_002772	Hondaea fermentalgiana	372		FCC1311_002772		
GBG24058.1	A0A2R5G2V5	unreviewed	A0A2R5G2V5_9STRA	Proteophosphoglycan ppg4	FCC1311_002762	Hondaea fermentalgiana	462		FCC1311_002762		
GBG24057.1	A0A2R5FZ83	unreviewed	A0A2R5FZ83_9STRA	Copine-1	FCC1311_002752	Hondaea fermentalgiana	662		FCC1311_002752		
GBG24056.1	A0A2R5FZ78	unreviewed	A0A2R5FZ78_9STRA	Mitotic spindle assembly checkpoint protein MAD2A	FCC1311_002742	Hondaea fermentalgiana	211		FCC1311_002742		
GBG24055.1	A0A2R5G0K8	unreviewed	A0A2R5G0K8_9STRA	SWIM-type domain-containing protein	FCC1311_002732	Hondaea fermentalgiana	300		FCC1311_002732		
GBG24054.1	A0A2R5G8R8	unreviewed	A0A2R5G8R8_9STRA	ER membrane protein complex subunit 10	FCC1311_002722	Hondaea fermentalgiana	248		FCC1311_002722		
GBG24053.1	A0A2R5G6J2	unreviewed	A0A2R5G6J2_9STRA	Phytanoyl-CoA dioxygenase, peroxisomal	FCC1311_002712	Hondaea fermentalgiana	1428		FCC1311_002712		
