131031	Cell cycle control, cell division, chromosome partitioning	NA																																													
138060	Cell cycle control, cell division, chromosome partitioning	NA																																													
141385	Cell cycle control, cell division, chromosome partitioning	NA																																													
83179	Cell cycle control, cell division, chromosome partitioning; Cell motility	K10419	not significant	83179	K10419	ko00001																				ko04131									ko03037	ko04812											
42193	Cell cycle control, cell division, chromosome partitioning; Cytoskeleton	K10436	G2	42193	K10436	ko00001																								ko03036						ko04812											
136883	Cell cycle control, cell division, chromosome partitioning; Cytoskeleton	K14856	not significant	136883	K14856	ko00001																ko03009																									
42728	Cell cycle control, cell division, chromosome partitioning; Cytoskeleton	K16465	not significant	42728	K16465	ko00001																								ko03036					ko03037												
136379	Cell cycle control, cell division, chromosome partitioning; Cytoskeleton	K16465	not significant	136379	K16465	ko00001																								ko03036					ko03037												
139589	Cell cycle control, cell division, chromosome partitioning; Cytoskeleton	NA																																													
141133	Cell cycle control, cell division, chromosome partitioning; General function prediction only	K14864	not significant	141133	K14864	ko00001	ko01000																ko03016																								
38212	Cell cycle control, cell division, chromosome partitioning; General function prediction only	NA																																													
140071	Cell cycle control, cell division, chromosome partitioning; Posttranslational modification, protein turnover, chaperones	K22684	G2	140071	K22684	ko00001	ko01000			ko01002																																					
78525	Cell cycle control, cell division, chromosome partitioning; Posttranslational modification, protein turnover, chaperones	K22684	not significant	78525	K22684	ko00001	ko01000			ko01002																																					
46235	Cell cycle control, cell division, chromosome partitioning; Signal transduction mechanisms	K17605	not significant	46235	K17605	ko00001			ko01009																																						
114676	Cell cycle control, cell division, chromosome partitioning; Transcription	K19201	not significant	114676	K19201	ko00001																								ko03036																	
